Level,Expression,Value,Location,Refresh,Access
0,"extractionBuffer",,0x20005EDC,"Off","private"
 1,"[0]",,0x20005EDC,"Off","public"
  2,"xBuffer",-22,0x20005EDC,"Off","public"
  2,"yBuffer",72,0x20005EDE,"Off","public"
  2,"zBuffer",32,0x20005EE0,"Off","public"
 1,"[1]",,0x20005EE2,"Off","public"
  2,"xBuffer",36,0x20005EE2,"Off","public"
  2,"yBuffer",26,0x20005EE4,"Off","public"
  2,"zBuffer",28,0x20005EE6,"Off","public"
 1,"[2]",,0x20005EE8,"Off","public"
  2,"xBuffer",-8,0x20005EE8,"Off","public"
  2,"yBuffer",107,0x20005EEA,"Off","public"
  2,"zBuffer",127,0x20005EEC,"Off","public"
 1,"[3]",,0x20005EEE,"Off","public"
  2,"xBuffer",-8,0x20005EEE,"Off","public"
  2,"yBuffer",44,0x20005EF0,"Off","public"
  2,"zBuffer",12,0x20005EF2,"Off","public"
 1,"[4]",,0x20005EF4,"Off","public"
  2,"xBuffer",32,0x20005EF4,"Off","public"
  2,"yBuffer",33,0x20005EF6,"Off","public"
  2,"zBuffer",52,0x20005EF8,"Off","public"
 1,"[5]",,0x20005EFA,"Off","public"
  2,"xBuffer",110,0x20005EFA,"Off","public"
  2,"yBuffer",-21,0x20005EFC,"Off","public"
  2,"zBuffer",32,0x20005EFE,"Off","public"
 1,"[6]",,0x20005F00,"Off","public"
  2,"xBuffer",-37,0x20005F00,"Off","public"
  2,"yBuffer",67,0x20005F02,"Off","public"
  2,"zBuffer",17,0x20005F04,"Off","public"
 1,"[7]",,0x20005F06,"Off","public"
  2,"xBuffer",-68,0x20005F06,"Off","public"
  2,"yBuffer",94,0x20005F08,"Off","public"
  2,"zBuffer",23,0x20005F0A,"Off","public"
 1,"[8]",,0x20005F0C,"Off","public"
  2,"xBuffer",-20,0x20005F0C,"Off","public"
  2,"yBuffer",75,0x20005F0E,"Off","public"
  2,"zBuffer",-20,0x20005F10,"Off","public"
 1,"[9]",,0x20005F12,"Off","public"
  2,"xBuffer",-3949,0x20005F12,"Off","public"
  2,"yBuffer",2027,0x20005F14,"Off","public"
  2,"zBuffer",993,0x20005F16,"Off","public"
 1,"[10]",,0x20005F18,"Off","public"
  2,"xBuffer",-11182,0x20005F18,"Off","public"
  2,"yBuffer",-776,0x20005F1A,"Off","public"
  2,"zBuffer",17111,0x20005F1C,"Off","public"
 1,"[11]",,0x20005F1E,"Off","public"
  2,"xBuffer",3139,0x20005F1E,"Off","public"
  2,"yBuffer",-7666,0x20005F20,"Off","public"
  2,"zBuffer",22832,0x20005F22,"Off","public"
 1,"[12]",,0x20005F24,"Off","public"
  2,"xBuffer",15084,0x20005F24,"Off","public"
  2,"yBuffer",-16266,0x20005F26,"Off","public"
  2,"zBuffer",29150,0x20005F28,"Off","public"
 1,"[13]",,0x20005F2A,"Off","public"
  2,"xBuffer",4779,0x20005F2A,"Off","public"
  2,"yBuffer",7639,0x20005F2C,"Off","public"
  2,"zBuffer",19285,0x20005F2E,"Off","public"
 1,"[14]",,0x20005F30,"Off","public"
  2,"xBuffer",-5123,0x20005F30,"Off","public"
  2,"yBuffer",7520,0x20005F32,"Off","public"
  2,"zBuffer",-13449,0x20005F34,"Off","public"
 1,"[15]",,0x20005F36,"Off","public"
  2,"xBuffer",-5034,0x20005F36,"Off","public"
  2,"yBuffer",-3537,0x20005F38,"Off","public"
  2,"zBuffer",-13238,0x20005F3A,"Off","public"
 1,"[16]",,0x20005F3C,"Off","public"
  2,"xBuffer",12322,0x20005F3C,"Off","public"
  2,"yBuffer",7584,0x20005F3E,"Off","public"
  2,"zBuffer",-28645,0x20005F40,"Off","public"
 1,"[17]",,0x20005F42,"Off","public"
  2,"xBuffer",-2148,0x20005F42,"Off","public"
  2,"yBuffer",-7705,0x20005F44,"Off","public"
  2,"zBuffer",-23783,0x20005F46,"Off","public"
 1,"[18]",,0x20005F48,"Off","public"
  2,"xBuffer",-4657,0x20005F48,"Off","public"
  2,"yBuffer",-1537,0x20005F4A,"Off","public"
  2,"zBuffer",-24030,0x20005F4C,"Off","public"
 1,"[19]",,0x20005F4E,"Off","public"
  2,"xBuffer",-4583,0x20005F4E,"Off","public"
  2,"yBuffer",-1512,0x20005F50,"Off","public"
  2,"zBuffer",28761,0x20005F52,"Off","public"
 1,"[20]",,0x20005F54,"Off","public"
  2,"xBuffer",-4361,0x20005F54,"Off","public"
  2,"yBuffer",5528,0x20005F56,"Off","public"
  2,"zBuffer",28365,0x20005F58,"Off","public"
 1,"[21]",,0x20005F5A,"Off","public"
  2,"xBuffer",27935,0x20005F5A,"Off","public"
  2,"yBuffer",-24660,0x20005F5C,"Off","public"
  2,"zBuffer",25189,0x20005F5E,"Off","public"
 1,"[22]",,0x20005F60,"Off","public"
  2,"xBuffer",10174,0x20005F60,"Off","public"
  2,"yBuffer",-18318,0x20005F62,"Off","public"
  2,"zBuffer",14641,0x20005F64,"Off","public"
 1,"[23]",,0x20005F66,"Off","public"
  2,"xBuffer",-16088,0x20005F66,"Off","public"
  2,"yBuffer",1838,0x20005F68,"Off","public"
  2,"zBuffer",-3102,0x20005F6A,"Off","public"
 1,"[24]",,0x20005F6C,"Off","public"
  2,"xBuffer",-15836,0x20005F6C,"Off","public"
  2,"yBuffer",19677,0x20005F6E,"Off","public"
  2,"zBuffer",32666,0x20005F70,"Off","public"
 1,"[25]",,0x20005F72,"Off","public"
  2,"xBuffer",-26785,0x20005F72,"Off","public"
  2,"yBuffer",-14438,0x20005F74,"Off","public"
  2,"zBuffer",-32355,0x20005F76,"Off","public"
 1,"[26]",,0x20005F78,"Off","public"
  2,"xBuffer",10559,0x20005F78,"Off","public"
  2,"yBuffer",3552,0x20005F7A,"Off","public"
  2,"zBuffer",-9022,0x20005F7C,"Off","public"
 1,"[27]",,0x20005F7E,"Off","public"
  2,"xBuffer",-15476,0x20005F7E,"Off","public"
  2,"yBuffer",6724,0x20005F80,"Off","public"
  2,"zBuffer",5785,0x20005F82,"Off","public"
 1,"[28]",,0x20005F84,"Off","public"
  2,"xBuffer",31247,0x20005F84,"Off","public"
  2,"yBuffer",-15850,0x20005F86,"Off","public"
  2,"zBuffer",-31797,0x20005F88,"Off","public"
 1,"[29]",,0x20005F8A,"Off","public"
  2,"xBuffer",16673,0x20005F8A,"Off","public"
  2,"yBuffer",-5903,0x20005F8C,"Off","public"
  2,"zBuffer",28333,0x20005F8E,"Off","public"
 1,"[30]",,0x20005F90,"Off","public"
  2,"xBuffer",-16864,0x20005F90,"Off","public"
  2,"yBuffer",17512,0x20005F92,"Off","public"
  2,"zBuffer",32749,0x20005F94,"Off","public"
 1,"[31]",,0x20005F96,"Off","public"
  2,"xBuffer",-14982,0x20005F96,"Off","public"
  2,"yBuffer",12104,0x20005F98,"Off","public"
  2,"zBuffer",-19007,0x20005F9A,"Off","public"
 1,"[32]",,0x20005F9C,"Off","public"
  2,"xBuffer",8092,0x20005F9C,"Off","public"
  2,"yBuffer",-6644,0x20005F9E,"Off","public"
  2,"zBuffer",-30209,0x20005FA0,"Off","public"
 1,"[33]",,0x20005FA2,"Off","public"
  2,"xBuffer",20155,0x20005FA2,"Off","public"
  2,"yBuffer",3460,0x20005FA4,"Off","public"
  2,"zBuffer",16215,0x20005FA6,"Off","public"
 1,"[34]",,0x20005FA8,"Off","public"
  2,"xBuffer",14542,0x20005FA8,"Off","public"
  2,"yBuffer",2618,0x20005FAA,"Off","public"
  2,"zBuffer",32756,0x20005FAC,"Off","public"
 1,"[35]",,0x20005FAE,"Off","public"
  2,"xBuffer",-16755,0x20005FAE,"Off","public"
  2,"yBuffer",4302,0x20005FB0,"Off","public"
  2,"zBuffer",-19868,0x20005FB2,"Off","public"
 1,"[36]",,0x20005FB4,"Off","public"
  2,"xBuffer",-3853,0x20005FB4,"Off","public"
  2,"yBuffer",-1036,0x20005FB6,"Off","public"
  2,"zBuffer",2934,0x20005FB8,"Off","public"
 1,"[37]",,0x20005FBA,"Off","public"
  2,"xBuffer",-1765,0x20005FBA,"Off","public"
  2,"yBuffer",4842,0x20005FBC,"Off","public"
  2,"zBuffer",32509,0x20005FBE,"Off","public"
 1,"[38]",,0x20005FC0,"Off","public"
  2,"xBuffer",-9029,0x20005FC0,"Off","public"
  2,"yBuffer",5460,0x20005FC2,"Off","public"
  2,"zBuffer",31325,0x20005FC4,"Off","public"
 1,"[39]",,0x20005FC6,"Off","public"
  2,"xBuffer",8484,0x20005FC6,"Off","public"
  2,"yBuffer",-2268,0x20005FC8,"Off","public"
  2,"zBuffer",18943,0x20005FCA,"Off","public"
 1,"[40]",,0x20005FCC,"Off","public"
  2,"xBuffer",19404,0x20005FCC,"Off","public"
  2,"yBuffer",4827,0x20005FCE,"Off","public"
  2,"zBuffer",21921,0x20005FD0,"Off","public"
 1,"[41]",,0x20005FD2,"Off","public"
  2,"xBuffer",2013,0x20005FD2,"Off","public"
  2,"yBuffer",4481,0x20005FD4,"Off","public"
  2,"zBuffer",23616,0x20005FD6,"Off","public"
 1,"[42]",,0x20005FD8,"Off","public"
  2,"xBuffer",-7303,0x20005FD8,"Off","public"
  2,"yBuffer",7503,0x20005FDA,"Off","public"
  2,"zBuffer",-14591,0x20005FDC,"Off","public"
 1,"[43]",,0x20005FDE,"Off","public"
