Level,Expression,Value,Location,Refresh,Access
0,"extractionBuffer",,0x20005EDC,"Off","private"
 1,"[0]",,0x20005EDC,"Off","public"
  2,"xBuffer",-48,0x20005EDC,"Off","public"
  2,"yBuffer",-10,0x20005EDE,"Off","public"
  2,"zBuffer",-15,0x20005EE0,"Off","public"
 1,"[1]",,0x20005EE2,"Off","public"
  2,"xBuffer",56,0x20005EE2,"Off","public"
  2,"yBuffer",-59,0x20005EE4,"Off","public"
  2,"zBuffer",5,0x20005EE6,"Off","public"
 1,"[2]",,0x20005EE8,"Off","public"
  2,"xBuffer",-8,0x20005EE8,"Off","public"
  2,"yBuffer",94,0x20005EEA,"Off","public"
  2,"zBuffer",16,0x20005EEC,"Off","public"
 1,"[3]",,0x20005EEE,"Off","public"
  2,"xBuffer",120,0x20005EEE,"Off","public"
  2,"yBuffer",32,0x20005EF0,"Off","public"
  2,"zBuffer",9,0x20005EF2,"Off","public"
 1,"[4]",,0x20005EF4,"Off","public"
  2,"xBuffer",20,0x20005EF4,"Off","public"
  2,"yBuffer",190,0x20005EF6,"Off","public"
  2,"zBuffer",94,0x20005EF8,"Off","public"
 1,"[5]",,0x20005EFA,"Off","public"
  2,"xBuffer",92,0x20005EFA,"Off","public"
  2,"yBuffer",413,0x20005EFC,"Off","public"
  2,"zBuffer",-69,0x20005EFE,"Off","public"
 1,"[6]",,0x20005F00,"Off","public"
  2,"xBuffer",244,0x20005F00,"Off","public"
  2,"yBuffer",502,0x20005F02,"Off","public"
  2,"zBuffer",-556,0x20005F04,"Off","public"
 1,"[7]",,0x20005F06,"Off","public"
  2,"xBuffer",1060,0x20005F06,"Off","public"
  2,"yBuffer",176,0x20005F08,"Off","public"
  2,"zBuffer",-1517,0x20005F0A,"Off","public"
 1,"[8]",,0x20005F0C,"Off","public"
  2,"xBuffer",2552,0x20005F0C,"Off","public"
  2,"yBuffer",-186,0x20005F0E,"Off","public"
  2,"zBuffer",-1282,0x20005F10,"Off","public"
 1,"[9]",,0x20005F12,"Off","public"
  2,"xBuffer",3562,0x20005F12,"Off","public"
  2,"yBuffer",125,0x20005F14,"Off","public"
  2,"zBuffer",3429,0x20005F16,"Off","public"
 1,"[10]",,0x20005F18,"Off","public"
  2,"xBuffer",7700,0x20005F18,"Off","public"
  2,"yBuffer",879,0x20005F1A,"Off","public"
  2,"zBuffer",4994,0x20005F1C,"Off","public"
 1,"[11]",,0x20005F1E,"Off","public"
  2,"xBuffer",7580,0x20005F1E,"Off","public"
  2,"yBuffer",739,0x20005F20,"Off","public"
  2,"zBuffer",4916,0x20005F22,"Off","public"
 1,"[12]",,0x20005F24,"Off","public"
  2,"xBuffer",4948,0x20005F24,"Off","public"
  2,"yBuffer",1697,0x20005F26,"Off","public"
  2,"zBuffer",3561,0x20005F28,"Off","public"
 1,"[13]",,0x20005F2A,"Off","public"
  2,"xBuffer",1541,0x20005F2A,"Off","public"
  2,"yBuffer",1373,0x20005F2C,"Off","public"
  2,"zBuffer",304,0x20005F2E,"Off","public"
 1,"[14]",,0x20005F30,"Off","public"
  2,"xBuffer",1677,0x20005F30,"Off","public"
  2,"yBuffer",1633,0x20005F32,"Off","public"
  2,"zBuffer",-243,0x20005F34,"Off","public"
 1,"[15]",,0x20005F36,"Off","public"
  2,"xBuffer",-112,0x20005F36,"Off","public"
  2,"yBuffer",1607,0x20005F38,"Off","public"
  2,"zBuffer",769,0x20005F3A,"Off","public"
 1,"[16]",,0x20005F3C,"Off","public"
  2,"xBuffer",35,0x20005F3C,"Off","public"
  2,"yBuffer",-229,0x20005F3E,"Off","public"
  2,"zBuffer",884,0x20005F40,"Off","public"
 1,"[17]",,0x20005F42,"Off","public"
  2,"xBuffer",-3255,0x20005F42,"Off","public"
  2,"yBuffer",-1265,0x20005F44,"Off","public"
  2,"zBuffer",1557,0x20005F46,"Off","public"
 1,"[18]",,0x20005F48,"Off","public"
  2,"xBuffer",-3413,0x20005F48,"Off","public"
  2,"yBuffer",-979,0x20005F4A,"Off","public"
  2,"zBuffer",2717,0x20005F4C,"Off","public"
 1,"[19]",,0x20005F4E,"Off","public"
  2,"xBuffer",-3178,0x20005F4E,"Off","public"
  2,"yBuffer",-1412,0x20005F50,"Off","public"
  2,"zBuffer",1077,0x20005F52,"Off","public"
 1,"[20]",,0x20005F54,"Off","public"
  2,"xBuffer",-6097,0x20005F54,"Off","public"
  2,"yBuffer",-740,0x20005F56,"Off","public"
  2,"zBuffer",520,0x20005F58,"Off","public"
 1,"[21]",,0x20005F5A,"Off","public"
  2,"xBuffer",-4976,0x20005F5A,"Off","public"
  2,"yBuffer",108,0x20005F5C,"Off","public"
  2,"zBuffer",1082,0x20005F5E,"Off","public"
 1,"[22]",,0x20005F60,"Off","public"
  2,"xBuffer",-5155,0x20005F60,"Off","public"
  2,"yBuffer",3,0x20005F62,"Off","public"
  2,"zBuffer",140,0x20005F64,"Off","public"
 1,"[23]",,0x20005F66,"Off","public"
  2,"xBuffer",-5291,0x20005F66,"Off","public"
  2,"yBuffer",238,0x20005F68,"Off","public"
  2,"zBuffer",-912,0x20005F6A,"Off","public"
 1,"[24]",,0x20005F6C,"Off","public"
  2,"xBuffer",-3949,0x20005F6C,"Off","public"
  2,"yBuffer",-220,0x20005F6E,"Off","public"
  2,"zBuffer",-687,0x20005F70,"Off","public"
 1,"[25]",,0x20005F72,"Off","public"
  2,"xBuffer",-2222,0x20005F72,"Off","public"
  2,"yBuffer",424,0x20005F74,"Off","public"
  2,"zBuffer",-218,0x20005F76,"Off","public"
 1,"[26]",,0x20005F78,"Off","public"
  2,"xBuffer",-1627,0x20005F78,"Off","public"
  2,"yBuffer",-108,0x20005F7A,"Off","public"
  2,"zBuffer",-1026,0x20005F7C,"Off","public"
 1,"[27]",,0x20005F7E,"Off","public"
  2,"xBuffer",649,0x20005F7E,"Off","public"
  2,"yBuffer",-212,0x20005F80,"Off","public"
  2,"zBuffer",-1228,0x20005F82,"Off","public"
 1,"[28]",,0x20005F84,"Off","public"
  2,"xBuffer",486,0x20005F84,"Off","public"
  2,"yBuffer",-555,0x20005F86,"Off","public"
  2,"zBuffer",-2712,0x20005F88,"Off","public"
 1,"[29]",,0x20005F8A,"Off","public"
  2,"xBuffer",1653,0x20005F8A,"Off","public"
  2,"yBuffer",-518,0x20005F8C,"Off","public"
  2,"zBuffer",-2229,0x20005F8E,"Off","public"
 1,"[30]",,0x20005F90,"Off","public"
  2,"xBuffer",1091,0x20005F90,"Off","public"
  2,"yBuffer",-427,0x20005F92,"Off","public"
  2,"zBuffer",-1604,0x20005F94,"Off","public"
 1,"[31]",,0x20005F96,"Off","public"
  2,"xBuffer",-1056,0x20005F96,"Off","public"
  2,"yBuffer",-540,0x20005F98,"Off","public"
  2,"zBuffer",-1088,0x20005F9A,"Off","public"
 1,"[32]",,0x20005F9C,"Off","public"
  2,"xBuffer",59,0x20005F9C,"Off","public"
  2,"yBuffer",-509,0x20005F9E,"Off","public"
  2,"zBuffer",-2291,0x20005FA0,"Off","public"
 1,"[33]",,0x20005FA2,"Off","public"
  2,"xBuffer",2471,0x20005FA2,"Off","public"
  2,"yBuffer",-351,0x20005FA4,"Off","public"
  2,"zBuffer",-2906,0x20005FA6,"Off","public"
 1,"[34]",,0x20005FA8,"Off","public"
  2,"xBuffer",1433,0x20005FA8,"Off","public"
  2,"yBuffer",-816,0x20005FAA,"Off","public"
  2,"zBuffer",-3569,0x20005FAC,"Off","public"
 1,"[35]",,0x20005FAE,"Off","public"
  2,"xBuffer",778,0x20005FAE,"Off","public"
  2,"yBuffer",-881,0x20005FB0,"Off","public"
  2,"zBuffer",-3971,0x20005FB2,"Off","public"
 1,"[36]",,0x20005FB4,"Off","public"
  2,"xBuffer",1289,0x20005FB4,"Off","public"
  2,"yBuffer",-563,0x20005FB6,"Off","public"
  2,"zBuffer",-4170,0x20005FB8,"Off","public"
 1,"[37]",,0x20005FBA,"Off","public"
  2,"xBuffer",446,0x20005FBA,"Off","public"
  2,"yBuffer",-768,0x20005FBC,"Off","public"
  2,"zBuffer",-3791,0x20005FBE,"Off","public"
 1,"[38]",,0x20005FC0,"Off","public"
  2,"xBuffer",1007,0x20005FC0,"Off","public"
  2,"yBuffer",-852,0x20005FC2,"Off","public"
  2,"zBuffer",-4129,0x20005FC4,"Off","public"
 1,"[39]",,0x20005FC6,"Off","public"
  2,"xBuffer",204,0x20005FC6,"Off","public"
  2,"yBuffer",-936,0x20005FC8,"Off","public"
  2,"zBuffer",-2345,0x20005FCA,"Off","public"
 1,"[40]",,0x20005FCC,"Off","public"
  2,"xBuffer",-357,0x20005FCC,"Off","public"
  2,"yBuffer",-1006,0x20005FCE,"Off","public"
  2,"zBuffer",-2263,0x20005FD0,"Off","public"
 1,"[41]",,0x20005FD2,"Off","public"
  2,"xBuffer",-150,0x20005FD2,"Off","public"
  2,"yBuffer",-356,0x20005FD4,"Off","public"
  2,"zBuffer",-1321,0x20005FD6,"Off","public"
 1,"[42]",,0x20005FD8,"Off","public"
  2,"xBuffer",711,0x20005FD8,"Off","public"
  2,"yBuffer",-438,0x20005FDA,"Off","public"
  2,"zBuffer",1520,0x20005FDC,"Off","public"
 1,"[43]",,0x20005FDE,"Off","public"
  2,"xBuffer",-222,0x20005FDE,"Off","public"
