Level,Expression,Value,Location,Refresh,Access
0,"extractionBuffer",,0x20005EDC,"Off","private"
 1,"[0]",,0x20005EDC,"Off","public"
  2,"xBuffer",10,0x20005EDC,"Off","public"
  2,"yBuffer",-11,0x20005EDE,"Off","public"
  2,"zBuffer",22,0x20005EE0,"Off","public"
 1,"[1]",,0x20005EE2,"Off","public"
  2,"xBuffer",4,0x20005EE2,"Off","public"
  2,"yBuffer",39,0x20005EE4,"Off","public"
  2,"zBuffer",82,0x20005EE6,"Off","public"
 1,"[2]",,0x20005EE8,"Off","public"
  2,"xBuffer",-16,0x20005EE8,"Off","public"
  2,"yBuffer",65,0x20005EEA,"Off","public"
  2,"zBuffer",12,0x20005EEC,"Off","public"
 1,"[3]",,0x20005EEE,"Off","public"
  2,"xBuffer",32,0x20005EEE,"Off","public"
  2,"yBuffer",14,0x20005EF0,"Off","public"
  2,"zBuffer",42,0x20005EF2,"Off","public"
 1,"[4]",,0x20005EF4,"Off","public"
  2,"xBuffer",0,0x20005EF4,"Off","public"
  2,"yBuffer",57,0x20005EF6,"Off","public"
  2,"zBuffer",30,0x20005EF8,"Off","public"
 1,"[5]",,0x20005EFA,"Off","public"
  2,"xBuffer",27,0x20005EFA,"Off","public"
  2,"yBuffer",-8,0x20005EFC,"Off","public"
  2,"zBuffer",70,0x20005EFE,"Off","public"
 1,"[6]",,0x20005F00,"Off","public"
  2,"xBuffer",89,0x20005F00,"Off","public"
  2,"yBuffer",-50,0x20005F02,"Off","public"
  2,"zBuffer",15,0x20005F04,"Off","public"
 1,"[7]",,0x20005F06,"Off","public"
  2,"xBuffer",17,0x20005F06,"Off","public"
  2,"yBuffer",-14,0x20005F08,"Off","public"
  2,"zBuffer",6,0x20005F0A,"Off","public"
 1,"[8]",,0x20005F0C,"Off","public"
  2,"xBuffer",12,0x20005F0C,"Off","public"
  2,"yBuffer",455,0x20005F0E,"Off","public"
  2,"zBuffer",84,0x20005F10,"Off","public"
 1,"[9]",,0x20005F12,"Off","public"
  2,"xBuffer",-4896,0x20005F12,"Off","public"
  2,"yBuffer",10553,0x20005F14,"Off","public"
  2,"zBuffer",7087,0x20005F16,"Off","public"
 1,"[10]",,0x20005F18,"Off","public"
  2,"xBuffer",-8029,0x20005F18,"Off","public"
  2,"yBuffer",6677,0x20005F1A,"Off","public"
  2,"zBuffer",-880,0x20005F1C,"Off","public"
 1,"[11]",,0x20005F1E,"Off","public"
  2,"xBuffer",-5929,0x20005F1E,"Off","public"
  2,"yBuffer",1118,0x20005F20,"Off","public"
  2,"zBuffer",-25481,0x20005F22,"Off","public"
 1,"[12]",,0x20005F24,"Off","public"
  2,"xBuffer",1733,0x20005F24,"Off","public"
  2,"yBuffer",-3622,0x20005F26,"Off","public"
  2,"zBuffer",-25843,0x20005F28,"Off","public"
 1,"[13]",,0x20005F2A,"Off","public"
  2,"xBuffer",289,0x20005F2A,"Off","public"
  2,"yBuffer",-7369,0x20005F2C,"Off","public"
  2,"zBuffer",4403,0x20005F2E,"Off","public"
 1,"[14]",,0x20005F30,"Off","public"
  2,"xBuffer",-5097,0x20005F30,"Off","public"
  2,"yBuffer",5566,0x20005F32,"Off","public"
  2,"zBuffer",18568,0x20005F34,"Off","public"
 1,"[15]",,0x20005F36,"Off","public"
  2,"xBuffer",14049,0x20005F36,"Off","public"
  2,"yBuffer",-20801,0x20005F38,"Off","public"
  2,"zBuffer",-10548,0x20005F3A,"Off","public"
 1,"[16]",,0x20005F3C,"Off","public"
  2,"xBuffer",6856,0x20005F3C,"Off","public"
  2,"yBuffer",-9754,0x20005F3E,"Off","public"
  2,"zBuffer",15619,0x20005F40,"Off","public"
 1,"[17]",,0x20005F42,"Off","public"
  2,"xBuffer",-10441,0x20005F42,"Off","public"
  2,"yBuffer",-9966,0x20005F44,"Off","public"
  2,"zBuffer",-24762,0x20005F46,"Off","public"
 1,"[18]",,0x20005F48,"Off","public"
  2,"xBuffer",-8053,0x20005F48,"Off","public"
  2,"yBuffer",-12363,0x20005F4A,"Off","public"
  2,"zBuffer",-11251,0x20005F4C,"Off","public"
 1,"[19]",,0x20005F4E,"Off","public"
  2,"xBuffer",4537,0x20005F4E,"Off","public"
  2,"yBuffer",-10020,0x20005F50,"Off","public"
  2,"zBuffer",-400,0x20005F52,"Off","public"
 1,"[20]",,0x20005F54,"Off","public"
  2,"xBuffer",7700,0x20005F54,"Off","public"
  2,"yBuffer",-12473,0x20005F56,"Off","public"
  2,"zBuffer",-3244,0x20005F58,"Off","public"
 1,"[21]",,0x20005F5A,"Off","public"
  2,"xBuffer",-730,0x20005F5A,"Off","public"
  2,"yBuffer",-1102,0x20005F5C,"Off","public"
  2,"zBuffer",-26276,0x20005F5E,"Off","public"
 1,"[22]",,0x20005F60,"Off","public"
  2,"xBuffer",4871,0x20005F60,"Off","public"
  2,"yBuffer",-5458,0x20005F62,"Off","public"
  2,"zBuffer",-14777,0x20005F64,"Off","public"
 1,"[23]",,0x20005F66,"Off","public"
  2,"xBuffer",-6895,0x20005F66,"Off","public"
  2,"yBuffer",7176,0x20005F68,"Off","public"
  2,"zBuffer",-9676,0x20005F6A,"Off","public"
 1,"[24]",,0x20005F6C,"Off","public"
  2,"xBuffer",-730,0x20005F6C,"Off","public"
  2,"yBuffer",4181,0x20005F6E,"Off","public"
  2,"zBuffer",4116,0x20005F70,"Off","public"
 1,"[25]",,0x20005F72,"Off","public"
  2,"xBuffer",975,0x20005F72,"Off","public"
  2,"yBuffer",5693,0x20005F74,"Off","public"
  2,"zBuffer",-2812,0x20005F76,"Off","public"
 1,"[26]",,0x20005F78,"Off","public"
  2,"xBuffer",7945,0x20005F78,"Off","public"
  2,"yBuffer",5172,0x20005F7A,"Off","public"
  2,"zBuffer",-1968,0x20005F7C,"Off","public"
 1,"[27]",,0x20005F7E,"Off","public"
  2,"xBuffer",883,0x20005F7E,"Off","public"
  2,"yBuffer",2027,0x20005F80,"Off","public"
  2,"zBuffer",-2035,0x20005F82,"Off","public"
 1,"[28]",,0x20005F84,"Off","public"
  2,"xBuffer",-6456,0x20005F84,"Off","public"
  2,"yBuffer",4767,0x20005F86,"Off","public"
  2,"zBuffer",-3086,0x20005F88,"Off","public"
 1,"[29]",,0x20005F8A,"Off","public"
  2,"xBuffer",-6354,0x20005F8A,"Off","public"
  2,"yBuffer",4754,0x20005F8C,"Off","public"
  2,"zBuffer",-3037,0x20005F8E,"Off","public"
 1,"[30]",,0x20005F90,"Off","public"
  2,"xBuffer",1030,0x20005F90,"Off","public"
  2,"yBuffer",-1898,0x20005F92,"Off","public"
  2,"zBuffer",-498,0x20005F94,"Off","public"
 1,"[31]",,0x20005F96,"Off","public"
  2,"xBuffer",4219,0x20005F96,"Off","public"
  2,"yBuffer",886,0x20005F98,"Off","public"
  2,"zBuffer",8363,0x20005F9A,"Off","public"
 1,"[32]",,0x20005F9C,"Off","public"
  2,"xBuffer",1680,0x20005F9C,"Off","public"
  2,"yBuffer",-2322,0x20005F9E,"Off","public"
  2,"zBuffer",17764,0x20005FA0,"Off","public"
 1,"[33]",,0x20005FA2,"Off","public"
  2,"xBuffer",-2377,0x20005FA2,"Off","public"
  2,"yBuffer",-2285,0x20005FA4,"Off","public"
  2,"zBuffer",23534,0x20005FA6,"Off","public"
 1,"[34]",,0x20005FA8,"Off","public"
  2,"xBuffer",-2473,0x20005FA8,"Off","public"
  2,"yBuffer",4839,0x20005FAA,"Off","public"
  2,"zBuffer",23202,0x20005FAC,"Off","public"
 1,"[35]",,0x20005FAE,"Off","public"
  2,"xBuffer",-2585,0x20005FAE,"Off","public"
  2,"yBuffer",9136,0x20005FB0,"Off","public"
  2,"zBuffer",21617,0x20005FB2,"Off","public"
 1,"[36]",,0x20005FB4,"Off","public"
  2,"xBuffer",-9348,0x20005FB4,"Off","public"
  2,"yBuffer",4905,0x20005FB6,"Off","public"
  2,"zBuffer",24251,0x20005FB8,"Off","public"
 1,"[37]",,0x20005FBA,"Off","public"
  2,"xBuffer",-3768,0x20005FBA,"Off","public"
  2,"yBuffer",8722,0x20005FBC,"Off","public"
  2,"zBuffer",14884,0x20005FBE,"Off","public"
 1,"[38]",,0x20005FC0,"Off","public"
  2,"xBuffer",6993,0x20005FC0,"Off","public"
  2,"yBuffer",4367,0x20005FC2,"Off","public"
  2,"zBuffer",19394,0x20005FC4,"Off","public"
 1,"[39]",,0x20005FC6,"Off","public"
  2,"xBuffer",8926,0x20005FC6,"Off","public"
  2,"yBuffer",7028,0x20005FC8,"Off","public"
  2,"zBuffer",6171,0x20005FCA,"Off","public"
 1,"[40]",,0x20005FCC,"Off","public"
  2,"xBuffer",-509,0x20005FCC,"Off","public"
  2,"yBuffer",4820,0x20005FCE,"Off","public"
  2,"zBuffer",5614,0x20005FD0,"Off","public"
 1,"[41]",,0x20005FD2,"Off","public"
  2,"xBuffer",-6842,0x20005FD2,"Off","public"
  2,"yBuffer",5218,0x20005FD4,"Off","public"
  2,"zBuffer",826,0x20005FD6,"Off","public"
 1,"[42]",,0x20005FD8,"Off","public"
  2,"xBuffer",330,0x20005FD8,"Off","public"
  2,"yBuffer",2015,0x20005FDA,"Off","public"
  2,"zBuffer",-2520,0x20005FDC,"Off","public"
 1,"[43]",,0x20005FDE,"Off","public"
