Level,Expression,Value,Location,Refresh,Access
0,"extractionBuffer",,0x20005EDC,"Off","private"
 1,"[0]",,0x20005EDC,"Off","public"
  2,"xBuffer",1,0x20005EDC,"Off","public"
  2,"yBuffer",77,0x20005EDE,"Off","public"
  2,"zBuffer",105,0x20005EE0,"Off","public"
 1,"[1]",,0x20005EE2,"Off","public"
  2,"xBuffer",31,0x20005EE2,"Off","public"
  2,"yBuffer",81,0x20005EE4,"Off","public"
  2,"zBuffer",-2,0x20005EE6,"Off","public"
 1,"[2]",,0x20005EE8,"Off","public"
  2,"xBuffer",6,0x20005EE8,"Off","public"
  2,"yBuffer",54,0x20005EEA,"Off","public"
  2,"zBuffer",-30,0x20005EEC,"Off","public"
 1,"[3]",,0x20005EEE,"Off","public"
  2,"xBuffer",6,0x20005EEE,"Off","public"
  2,"yBuffer",4,0x20005EF0,"Off","public"
  2,"zBuffer",-51,0x20005EF2,"Off","public"
 1,"[4]",,0x20005EF4,"Off","public"
  2,"xBuffer",-18,0x20005EF4,"Off","public"
  2,"yBuffer",4,0x20005EF6,"Off","public"
  2,"zBuffer",82,0x20005EF8,"Off","public"
 1,"[5]",,0x20005EFA,"Off","public"
  2,"xBuffer",-17,0x20005EFA,"Off","public"
  2,"yBuffer",18,0x20005EFC,"Off","public"
  2,"zBuffer",81,0x20005EFE,"Off","public"
 1,"[6]",,0x20005F00,"Off","public"
  2,"xBuffer",52,0x20005F00,"Off","public"
  2,"yBuffer",29,0x20005F02,"Off","public"
  2,"zBuffer",30,0x20005F04,"Off","public"
 1,"[7]",,0x20005F06,"Off","public"
  2,"xBuffer",27,0x20005F06,"Off","public"
  2,"yBuffer",80,0x20005F08,"Off","public"
  2,"zBuffer",94,0x20005F0A,"Off","public"
 1,"[8]",,0x20005F0C,"Off","public"
  2,"xBuffer",-330,0x20005F0C,"Off","public"
  2,"yBuffer",777,0x20005F0E,"Off","public"
  2,"zBuffer",102,0x20005F10,"Off","public"
 1,"[9]",,0x20005F12,"Off","public"
  2,"xBuffer",-6120,0x20005F12,"Off","public"
  2,"yBuffer",765,0x20005F14,"Off","public"
  2,"zBuffer",2795,0x20005F16,"Off","public"
 1,"[10]",,0x20005F18,"Off","public"
  2,"xBuffer",-6013,0x20005F18,"Off","public"
  2,"yBuffer",2389,0x20005F1A,"Off","public"
  2,"zBuffer",2751,0x20005F1C,"Off","public"
 1,"[11]",,0x20005F1E,"Off","public"
  2,"xBuffer",-3227,0x20005F1E,"Off","public"
  2,"yBuffer",3458,0x20005F20,"Off","public"
  2,"zBuffer",18428,0x20005F22,"Off","public"
 1,"[12]",,0x20005F24,"Off","public"
  2,"xBuffer",17953,0x20005F24,"Off","public"
  2,"yBuffer",3590,0x20005F26,"Off","public"
  2,"zBuffer",5373,0x20005F28,"Off","public"
 1,"[13]",,0x20005F2A,"Off","public"
  2,"xBuffer",8040,0x20005F2A,"Off","public"
  2,"yBuffer",-27054,0x20005F2C,"Off","public"
  2,"zBuffer",32395,0x20005F2E,"Off","public"
 1,"[14]",,0x20005F30,"Off","public"
  2,"xBuffer",-2858,0x20005F30,"Off","public"
  2,"yBuffer",-23974,0x20005F32,"Off","public"
  2,"zBuffer",30296,0x20005F34,"Off","public"
 1,"[15]",,0x20005F36,"Off","public"
  2,"xBuffer",-9452,0x20005F36,"Off","public"
  2,"yBuffer",373,0x20005F38,"Off","public"
  2,"zBuffer",30457,0x20005F3A,"Off","public"
 1,"[16]",,0x20005F3C,"Off","public"
  2,"xBuffer",1919,0x20005F3C,"Off","public"
  2,"yBuffer",5521,0x20005F3E,"Off","public"
  2,"zBuffer",31985,0x20005F40,"Off","public"
 1,"[17]",,0x20005F42,"Off","public"
  2,"xBuffer",-3630,0x20005F42,"Off","public"
  2,"yBuffer",10195,0x20005F44,"Off","public"
  2,"zBuffer",-32515,0x20005F46,"Off","public"
 1,"[18]",,0x20005F48,"Off","public"
  2,"xBuffer",28817,0x20005F48,"Off","public"
  2,"yBuffer",5487,0x20005F4A,"Off","public"
  2,"zBuffer",-21999,0x20005F4C,"Off","public"
 1,"[19]",,0x20005F4E,"Off","public"
  2,"xBuffer",19798,0x20005F4E,"Off","public"
  2,"yBuffer",-14112,0x20005F50,"Off","public"
  2,"zBuffer",-20921,0x20005F52,"Off","public"
 1,"[20]",,0x20005F54,"Off","public"
  2,"xBuffer",13244,0x20005F54,"Off","public"
  2,"yBuffer",-5261,0x20005F56,"Off","public"
  2,"zBuffer",-31845,0x20005F58,"Off","public"
 1,"[21]",,0x20005F5A,"Off","public"
  2,"xBuffer",-2897,0x20005F5A,"Off","public"
  2,"yBuffer",-12690,0x20005F5C,"Off","public"
  2,"zBuffer",14256,0x20005F5E,"Off","public"
 1,"[22]",,0x20005F60,"Off","public"
  2,"xBuffer",-9930,0x20005F60,"Off","public"
  2,"yBuffer",-3299,0x20005F62,"Off","public"
  2,"zBuffer",32715,0x20005F64,"Off","public"
 1,"[23]",,0x20005F66,"Off","public"
  2,"xBuffer",5576,0x20005F66,"Off","public"
  2,"yBuffer",-1329,0x20005F68,"Off","public"
  2,"zBuffer",-5586,0x20005F6A,"Off","public"
 1,"[24]",,0x20005F6C,"Off","public"
  2,"xBuffer",11235,0x20005F6C,"Off","public"
  2,"yBuffer",10452,0x20005F6E,"Off","public"
  2,"zBuffer",31009,0x20005F70,"Off","public"
 1,"[25]",,0x20005F72,"Off","public"
  2,"xBuffer",8414,0x20005F72,"Off","public"
  2,"yBuffer",-1534,0x20005F74,"Off","public"
  2,"zBuffer",10145,0x20005F76,"Off","public"
 1,"[26]",,0x20005F78,"Off","public"
  2,"xBuffer",-7798,0x20005F78,"Off","public"
  2,"yBuffer",-5992,0x20005F7A,"Off","public"
  2,"zBuffer",-32634,0x20005F7C,"Off","public"
 1,"[27]",,0x20005F7E,"Off","public"
  2,"xBuffer",-16565,0x20005F7E,"Off","public"
  2,"yBuffer",-17293,0x20005F80,"Off","public"
  2,"zBuffer",-14433,0x20005F82,"Off","public"
 1,"[28]",,0x20005F84,"Off","public"
  2,"xBuffer",-16305,0x20005F84,"Off","public"
  2,"yBuffer",11412,0x20005F86,"Off","public"
  2,"zBuffer",26366,0x20005F88,"Off","public"
 1,"[29]",,0x20005F8A,"Off","public"
  2,"xBuffer",-6895,0x20005F8A,"Off","public"
  2,"yBuffer",-10758,0x20005F8C,"Off","public"
  2,"zBuffer",-19498,0x20005F8E,"Off","public"
 1,"[30]",,0x20005F90,"Off","public"
  2,"xBuffer",9848,0x20005F90,"Off","public"
  2,"yBuffer",13551,0x20005F92,"Off","public"
  2,"zBuffer",27074,0x20005F94,"Off","public"
 1,"[31]",,0x20005F96,"Off","public"
  2,"xBuffer",6866,0x20005F96,"Off","public"
  2,"yBuffer",6180,0x20005F98,"Off","public"
  2,"zBuffer",-32426,0x20005F9A,"Off","public"
 1,"[32]",,0x20005F9C,"Off","public"
  2,"xBuffer",-3634,0x20005F9C,"Off","public"
  2,"yBuffer",11208,0x20005F9E,"Off","public"
  2,"zBuffer",-5459,0x20005FA0,"Off","public"
 1,"[33]",,0x20005FA2,"Off","public"
  2,"xBuffer",-14530,0x20005FA2,"Off","public"
  2,"yBuffer",-801,0x20005FA4,"Off","public"
  2,"zBuffer",14291,0x20005FA6,"Off","public"
 1,"[34]",,0x20005FA8,"Off","public"
  2,"xBuffer",-13254,0x20005FA8,"Off","public"
  2,"yBuffer",6678,0x20005FAA,"Off","public"
  2,"zBuffer",32077,0x20005FAC,"Off","public"
 1,"[35]",,0x20005FAE,"Off","public"
  2,"xBuffer",4366,0x20005FAE,"Off","public"
  2,"yBuffer",10513,0x20005FB0,"Off","public"
  2,"zBuffer",12171,0x20005FB2,"Off","public"
 1,"[36]",,0x20005FB4,"Off","public"
  2,"xBuffer",1753,0x20005FB4,"Off","public"
  2,"yBuffer",-2075,0x20005FB6,"Off","public"
  2,"zBuffer",-32468,0x20005FB8,"Off","public"
 1,"[37]",,0x20005FBA,"Off","public"
  2,"xBuffer",1320,0x20005FBA,"Off","public"
  2,"yBuffer",4509,0x20005FBC,"Off","public"
  2,"zBuffer",4040,0x20005FBE,"Off","public"
 1,"[38]",,0x20005FC0,"Off","public"
  2,"xBuffer",1299,0x20005FC0,"Off","public"
  2,"yBuffer",4356,0x20005FC2,"Off","public"
  2,"zBuffer",3977,0x20005FC4,"Off","public"
 1,"[39]",,0x20005FC6,"Off","public"
  2,"xBuffer",-15609,0x20005FC6,"Off","public"
  2,"yBuffer",4059,0x20005FC8,"Off","public"
  2,"zBuffer",-8070,0x20005FCA,"Off","public"
 1,"[40]",,0x20005FCC,"Off","public"
  2,"xBuffer",-303,0x20005FCC,"Off","public"
  2,"yBuffer",4172,0x20005FCE,"Off","public"
  2,"zBuffer",-394,0x20005FD0,"Off","public"
 1,"[41]",,0x20005FD2,"Off","public"
  2,"xBuffer",-9065,0x20005FD2,"Off","public"
  2,"yBuffer",5538,0x20005FD4,"Off","public"
  2,"zBuffer",-15070,0x20005FD6,"Off","public"
 1,"[42]",,0x20005FD8,"Off","public"
  2,"xBuffer",-2874,0x20005FD8,"Off","public"
  2,"yBuffer",5451,0x20005FDA,"Off","public"
  2,"zBuffer",-5138,0x20005FDC,"Off","public"
 1,"[43]",,0x20005FDE,"Off","public"
