Level,Expression,Value,Location,Refresh,Access
0,"extractionBuffer",,0x20005EDC,"Off","private"
 1,"[0]",,0x20005EDC,"Off","public"
  2,"xBuffer",67,0x20005EDC,"Off","public"
  2,"yBuffer",3,0x20005EDE,"Off","public"
  2,"zBuffer",91,0x20005EE0,"Off","public"
 1,"[1]",,0x20005EE2,"Off","public"
  2,"xBuffer",61,0x20005EE2,"Off","public"
  2,"yBuffer",87,0x20005EE4,"Off","public"
  2,"zBuffer",75,0x20005EE6,"Off","public"
 1,"[2]",,0x20005EE8,"Off","public"
  2,"xBuffer",48,0x20005EE8,"Off","public"
  2,"yBuffer",40,0x20005EEA,"Off","public"
  2,"zBuffer",15,0x20005EEC,"Off","public"
 1,"[3]",,0x20005EEE,"Off","public"
  2,"xBuffer",10,0x20005EEE,"Off","public"
  2,"yBuffer",5,0x20005EF0,"Off","public"
  2,"zBuffer",-19,0x20005EF2,"Off","public"
 1,"[4]",,0x20005EF4,"Off","public"
  2,"xBuffer",15,0x20005EF4,"Off","public"
  2,"yBuffer",47,0x20005EF6,"Off","public"
  2,"zBuffer",45,0x20005EF8,"Off","public"
 1,"[5]",,0x20005EFA,"Off","public"
  2,"xBuffer",30,0x20005EFA,"Off","public"
  2,"yBuffer",22,0x20005EFC,"Off","public"
  2,"zBuffer",-17,0x20005EFE,"Off","public"
 1,"[6]",,0x20005F00,"Off","public"
  2,"xBuffer",-103,0x20005F00,"Off","public"
  2,"yBuffer",249,0x20005F02,"Off","public"
  2,"zBuffer",-47,0x20005F04,"Off","public"
 1,"[7]",,0x20005F06,"Off","public"
  2,"xBuffer",-544,0x20005F06,"Off","public"
  2,"yBuffer",380,0x20005F08,"Off","public"
  2,"zBuffer",-585,0x20005F0A,"Off","public"
 1,"[8]",,0x20005F0C,"Off","public"
  2,"xBuffer",-567,0x20005F0C,"Off","public"
  2,"yBuffer",422,0x20005F0E,"Off","public"
  2,"zBuffer",-1341,0x20005F10,"Off","public"
 1,"[9]",,0x20005F12,"Off","public"
  2,"xBuffer",-2683,0x20005F12,"Off","public"
  2,"yBuffer",81,0x20005F14,"Off","public"
  2,"zBuffer",-3846,0x20005F16,"Off","public"
 1,"[10]",,0x20005F18,"Off","public"
  2,"xBuffer",1229,0x20005F18,"Off","public"
  2,"yBuffer",-1406,0x20005F1A,"Off","public"
  2,"zBuffer",-5597,0x20005F1C,"Off","public"
 1,"[11]",,0x20005F1E,"Off","public"
  2,"xBuffer",457,0x20005F1E,"Off","public"
  2,"yBuffer",557,0x20005F20,"Off","public"
  2,"zBuffer",-9002,0x20005F22,"Off","public"
 1,"[12]",,0x20005F24,"Off","public"
  2,"xBuffer",-2243,0x20005F24,"Off","public"
  2,"yBuffer",834,0x20005F26,"Off","public"
  2,"zBuffer",-7401,0x20005F28,"Off","public"
 1,"[13]",,0x20005F2A,"Off","public"
  2,"xBuffer",6667,0x20005F2A,"Off","public"
  2,"yBuffer",-2899,0x20005F2C,"Off","public"
  2,"zBuffer",-6438,0x20005F2E,"Off","public"
 1,"[14]",,0x20005F30,"Off","public"
  2,"xBuffer",-203,0x20005F30,"Off","public"
  2,"yBuffer",-1845,0x20005F32,"Off","public"
  2,"zBuffer",-2114,0x20005F34,"Off","public"
 1,"[15]",,0x20005F36,"Off","public"
  2,"xBuffer",-199,0x20005F36,"Off","public"
  2,"yBuffer",-1787,0x20005F38,"Off","public"
  2,"zBuffer",-2080,0x20005F3A,"Off","public"
 1,"[16]",,0x20005F3C,"Off","public"
  2,"xBuffer",-5344,0x20005F3C,"Off","public"
  2,"yBuffer",-1032,0x20005F3E,"Off","public"
  2,"zBuffer",-15835,0x20005F40,"Off","public"
 1,"[17]",,0x20005F42,"Off","public"
  2,"xBuffer",-1954,0x20005F42,"Off","public"
  2,"yBuffer",50,0x20005F44,"Off","public"
  2,"zBuffer",-11170,0x20005F46,"Off","public"
 1,"[18]",,0x20005F48,"Off","public"
  2,"xBuffer",3749,0x20005F48,"Off","public"
  2,"yBuffer",-1991,0x20005F4A,"Off","public"
  2,"zBuffer",-14316,0x20005F4C,"Off","public"
 1,"[19]",,0x20005F4E,"Off","public"
  2,"xBuffer",3690,0x20005F4E,"Off","public"
  2,"yBuffer",-1959,0x20005F50,"Off","public"
  2,"zBuffer",-9051,0x20005F52,"Off","public"
 1,"[20]",,0x20005F54,"Off","public"
  2,"xBuffer",2010,0x20005F54,"Off","public"
  2,"yBuffer",-6806,0x20005F56,"Off","public"
  2,"zBuffer",-8866,0x20005F58,"Off","public"
 1,"[21]",,0x20005F5A,"Off","public"
  2,"xBuffer",2021,0x20005F5A,"Off","public"
  2,"yBuffer",-2532,0x20005F5C,"Off","public"
  2,"zBuffer",-9105,0x20005F5E,"Off","public"
 1,"[22]",,0x20005F60,"Off","public"
  2,"xBuffer",-936,0x20005F60,"Off","public"
  2,"yBuffer",-2009,0x20005F62,"Off","public"
  2,"zBuffer",-15016,0x20005F64,"Off","public"
 1,"[23]",,0x20005F66,"Off","public"
  2,"xBuffer",-4514,0x20005F66,"Off","public"
  2,"yBuffer",-1354,0x20005F68,"Off","public"
  2,"zBuffer",-4198,0x20005F6A,"Off","public"
 1,"[24]",,0x20005F6C,"Off","public"
  2,"xBuffer",-3937,0x20005F6C,"Off","public"
  2,"yBuffer",-5117,0x20005F6E,"Off","public"
  2,"zBuffer",-8579,0x20005F70,"Off","public"
 1,"[25]",,0x20005F72,"Off","public"
  2,"xBuffer",1950,0x20005F72,"Off","public"
  2,"yBuffer",-38,0x20005F74,"Off","public"
  2,"zBuffer",-10852,0x20005F76,"Off","public"
 1,"[26]",,0x20005F78,"Off","public"
  2,"xBuffer",3978,0x20005F78,"Off","public"
  2,"yBuffer",-1444,0x20005F7A,"Off","public"
  2,"zBuffer",-5979,0x20005F7C,"Off","public"
 1,"[27]",,0x20005F7E,"Off","public"
  2,"xBuffer",-1042,0x20005F7E,"Off","public"
  2,"yBuffer",2491,0x20005F80,"Off","public"
  2,"zBuffer",12105,0x20005F82,"Off","public"
 1,"[28]",,0x20005F84,"Off","public"
  2,"xBuffer",-5858,0x20005F84,"Off","public"
  2,"yBuffer",-124,0x20005F86,"Off","public"
  2,"zBuffer",15530,0x20005F88,"Off","public"
 1,"[29]",,0x20005F8A,"Off","public"
  2,"xBuffer",-3761,0x20005F8A,"Off","public"
  2,"yBuffer",2396,0x20005F8C,"Off","public"
  2,"zBuffer",7729,0x20005F8E,"Off","public"
 1,"[30]",,0x20005F90,"Off","public"
  2,"xBuffer",3312,0x20005F90,"Off","public"
  2,"yBuffer",2162,0x20005F92,"Off","public"
  2,"zBuffer",7961,0x20005F94,"Off","public"
 1,"[31]",,0x20005F96,"Off","public"
  2,"xBuffer",642,0x20005F96,"Off","public"
  2,"yBuffer",1834,0x20005F98,"Off","public"
  2,"zBuffer",22598,0x20005F9A,"Off","public"
 1,"[32]",,0x20005F9C,"Off","public"
  2,"xBuffer",-5320,0x20005F9C,"Off","public"
  2,"yBuffer",1762,0x20005F9E,"Off","public"
  2,"zBuffer",19095,0x20005FA0,"Off","public"
 1,"[33]",,0x20005FA2,"Off","public"
  2,"xBuffer",-763,0x20005FA2,"Off","public"
  2,"yBuffer",1370,0x20005FA4,"Off","public"
  2,"zBuffer",7880,0x20005FA6,"Off","public"
 1,"[34]",,0x20005FA8,"Off","public"
  2,"xBuffer",-1100,0x20005FA8,"Off","public"
  2,"yBuffer",1168,0x20005FAA,"Off","public"
  2,"zBuffer",7586,0x20005FAC,"Off","public"
 1,"[35]",,0x20005FAE,"Off","public"
  2,"xBuffer",-952,0x20005FAE,"Off","public"
  2,"yBuffer",1702,0x20005FB0,"Off","public"
  2,"zBuffer",7246,0x20005FB2,"Off","public"
 1,"[36]",,0x20005FB4,"Off","public"
  2,"xBuffer",635,0x20005FB4,"Off","public"
  2,"yBuffer",1644,0x20005FB6,"Off","public"
  2,"zBuffer",4889,0x20005FB8,"Off","public"
 1,"[37]",,0x20005FBA,"Off","public"
  2,"xBuffer",-958,0x20005FBA,"Off","public"
  2,"yBuffer",1242,0x20005FBC,"Off","public"
  2,"zBuffer",4378,0x20005FBE,"Off","public"
 1,"[38]",,0x20005FC0,"Off","public"
  2,"xBuffer",-168,0x20005FC0,"Off","public"
  2,"yBuffer",1317,0x20005FC2,"Off","public"
  2,"zBuffer",901,0x20005FC4,"Off","public"
 1,"[39]",,0x20005FC6,"Off","public"
  2,"xBuffer",221,0x20005FC6,"Off","public"
  2,"yBuffer",1562,0x20005FC8,"Off","public"
  2,"zBuffer",2380,0x20005FCA,"Off","public"
 1,"[40]",,0x20005FCC,"Off","public"
  2,"xBuffer",1544,0x20005FCC,"Off","public"
  2,"yBuffer",1369,0x20005FCE,"Off","public"
  2,"zBuffer",-3301,0x20005FD0,"Off","public"
 1,"[41]",,0x20005FD2,"Off","public"
  2,"xBuffer",2077,0x20005FD2,"Off","public"
  2,"yBuffer",22,0x20005FD4,"Off","public"
  2,"zBuffer",-6013,0x20005FD6,"Off","public"
 1,"[42]",,0x20005FD8,"Off","public"
  2,"xBuffer",1157,0x20005FD8,"Off","public"
  2,"yBuffer",1235,0x20005FDA,"Off","public"
  2,"zBuffer",-3781,0x20005FDC,"Off","public"
 1,"[43]",,0x20005FDE,"Off","public"
