Level,Expression,Value,Location,Refresh,Access
0,"extractionBuffer",,0x20005EDC,"Off","private"
 1,"[0]",,0x20005EDC,"Off","public"
  2,"xBuffer",-32,0x20005EDC,"Off","public"
  2,"yBuffer",68,0x20005EDE,"Off","public"
  2,"zBuffer",-39,0x20005EE0,"Off","public"
 1,"[1]",,0x20005EE2,"Off","public"
  2,"xBuffer",109,0x20005EE2,"Off","public"
  2,"yBuffer",2,0x20005EE4,"Off","public"
  2,"zBuffer",57,0x20005EE6,"Off","public"
 1,"[2]",,0x20005EE8,"Off","public"
  2,"xBuffer",56,0x20005EE8,"Off","public"
  2,"yBuffer",72,0x20005EEA,"Off","public"
  2,"zBuffer",109,0x20005EEC,"Off","public"
 1,"[3]",,0x20005EEE,"Off","public"
  2,"xBuffer",-9,0x20005EEE,"Off","public"
  2,"yBuffer",-37,0x20005EF0,"Off","public"
  2,"zBuffer",41,0x20005EF2,"Off","public"
 1,"[4]",,0x20005EF4,"Off","public"
  2,"xBuffer",3,0x20005EF4,"Off","public"
  2,"yBuffer",23,0x20005EF6,"Off","public"
  2,"zBuffer",53,0x20005EF8,"Off","public"
 1,"[5]",,0x20005EFA,"Off","public"
  2,"xBuffer",58,0x20005EFA,"Off","public"
  2,"yBuffer",-62,0x20005EFC,"Off","public"
  2,"zBuffer",26,0x20005EFE,"Off","public"
 1,"[6]",,0x20005F00,"Off","public"
  2,"xBuffer",-33,0x20005F00,"Off","public"
  2,"yBuffer",21,0x20005F02,"Off","public"
  2,"zBuffer",-21,0x20005F04,"Off","public"
 1,"[7]",,0x20005F06,"Off","public"
  2,"xBuffer",-23,0x20005F06,"Off","public"
  2,"yBuffer",87,0x20005F08,"Off","public"
  2,"zBuffer",412,0x20005F0A,"Off","public"
 1,"[8]",,0x20005F0C,"Off","public"
  2,"xBuffer",-2413,0x20005F0C,"Off","public"
  2,"yBuffer",1265,0x20005F0E,"Off","public"
  2,"zBuffer",-2162,0x20005F10,"Off","public"
 1,"[9]",,0x20005F12,"Off","public"
  2,"xBuffer",-722,0x20005F12,"Off","public"
  2,"yBuffer",-19,0x20005F14,"Off","public"
  2,"zBuffer",-3546,0x20005F16,"Off","public"
 1,"[10]",,0x20005F18,"Off","public"
  2,"xBuffer",-1007,0x20005F18,"Off","public"
  2,"yBuffer",1241,0x20005F1A,"Off","public"
  2,"zBuffer",-8832,0x20005F1C,"Off","public"
 1,"[11]",,0x20005F1E,"Off","public"
  2,"xBuffer",-990,0x20005F1E,"Off","public"
  2,"yBuffer",1326,0x20005F20,"Off","public"
  2,"zBuffer",-8693,0x20005F22,"Off","public"
 1,"[12]",,0x20005F24,"Off","public"
  2,"xBuffer",4046,0x20005F24,"Off","public"
  2,"yBuffer",-2300,0x20005F26,"Off","public"
  2,"zBuffer",-4508,0x20005F28,"Off","public"
 1,"[13]",,0x20005F2A,"Off","public"
  2,"xBuffer",2475,0x20005F2A,"Off","public"
  2,"yBuffer",1287,0x20005F2C,"Off","public"
  2,"zBuffer",-795,0x20005F2E,"Off","public"
 1,"[14]",,0x20005F30,"Off","public"
  2,"xBuffer",487,0x20005F30,"Off","public"
  2,"yBuffer",-532,0x20005F32,"Off","public"
  2,"zBuffer",3529,0x20005F34,"Off","public"
 1,"[15]",,0x20005F36,"Off","public"
  2,"xBuffer",-4560,0x20005F36,"Off","public"
  2,"yBuffer",-523,0x20005F38,"Off","public"
  2,"zBuffer",8229,0x20005F3A,"Off","public"
 1,"[16]",,0x20005F3C,"Off","public"
  2,"xBuffer",-4517,0x20005F3C,"Off","public"
  2,"yBuffer",-2379,0x20005F3E,"Off","public"
  2,"zBuffer",8100,0x20005F40,"Off","public"
 1,"[17]",,0x20005F42,"Off","public"
  2,"xBuffer",1105,0x20005F42,"Off","public"
  2,"yBuffer",1844,0x20005F44,"Off","public"
  2,"zBuffer",-403,0x20005F46,"Off","public"
 1,"[18]",,0x20005F48,"Off","public"
  2,"xBuffer",-1960,0x20005F48,"Off","public"
  2,"yBuffer",-1092,0x20005F4A,"Off","public"
  2,"zBuffer",-7736,0x20005F4C,"Off","public"
 1,"[19]",,0x20005F4E,"Off","public"
  2,"xBuffer",715,0x20005F4E,"Off","public"
  2,"yBuffer",284,0x20005F50,"Off","public"
  2,"zBuffer",-5959,0x20005F52,"Off","public"
 1,"[20]",,0x20005F54,"Off","public"
  2,"xBuffer",704,0x20005F54,"Off","public"
  2,"yBuffer",280,0x20005F56,"Off","public"
  2,"zBuffer",-1329,0x20005F58,"Off","public"
 1,"[21]",,0x20005F5A,"Off","public"
  2,"xBuffer",4972,0x20005F5A,"Off","public"
  2,"yBuffer",-2395,0x20005F5C,"Off","public"
  2,"zBuffer",-1342,0x20005F5E,"Off","public"
 1,"[22]",,0x20005F60,"Off","public"
  2,"xBuffer",-3240,0x20005F60,"Off","public"
  2,"yBuffer",1121,0x20005F62,"Off","public"
  2,"zBuffer",11271,0x20005F64,"Off","public"
 1,"[23]",,0x20005F66,"Off","public"
  2,"xBuffer",1509,0x20005F66,"Off","public"
  2,"yBuffer",-611,0x20005F68,"Off","public"
  2,"zBuffer",3625,0x20005F6A,"Off","public"
 1,"[24]",,0x20005F6C,"Off","public"
  2,"xBuffer",-3215,0x20005F6C,"Off","public"
  2,"yBuffer",-356,0x20005F6E,"Off","public"
  2,"zBuffer",-583,0x20005F70,"Off","public"
 1,"[25]",,0x20005F72,"Off","public"
  2,"xBuffer",1779,0x20005F72,"Off","public"
  2,"yBuffer",2823,0x20005F74,"Off","public"
  2,"zBuffer",3260,0x20005F76,"Off","public"
 1,"[26]",,0x20005F78,"Off","public"
  2,"xBuffer",369,0x20005F78,"Off","public"
  2,"yBuffer",-1211,0x20005F7A,"Off","public"
  2,"zBuffer",4874,0x20005F7C,"Off","public"
 1,"[27]",,0x20005F7E,"Off","public"
  2,"xBuffer",-1214,0x20005F7E,"Off","public"
  2,"yBuffer",2068,0x20005F80,"Off","public"
  2,"zBuffer",5163,0x20005F82,"Off","public"
 1,"[28]",,0x20005F84,"Off","public"
  2,"xBuffer",1690,0x20005F84,"Off","public"
  2,"yBuffer",-619,0x20005F86,"Off","public"
  2,"zBuffer",1036,0x20005F88,"Off","public"
 1,"[29]",,0x20005F8A,"Off","public"
  2,"xBuffer",-402,0x20005F8A,"Off","public"
  2,"yBuffer",1420,0x20005F8C,"Off","public"
  2,"zBuffer",-1529,0x20005F8E,"Off","public"
 1,"[30]",,0x20005F90,"Off","public"
  2,"xBuffer",-2044,0x20005F90,"Off","public"
  2,"yBuffer",-288,0x20005F92,"Off","public"
  2,"zBuffer",401,0x20005F94,"Off","public"
 1,"[31]",,0x20005F96,"Off","public"
  2,"xBuffer",999,0x20005F96,"Off","public"
  2,"yBuffer",57,0x20005F98,"Off","public"
  2,"zBuffer",1161,0x20005F9A,"Off","public"
 1,"[32]",,0x20005F9C,"Off","public"
  2,"xBuffer",-482,0x20005F9C,"Off","public"
  2,"yBuffer",1624,0x20005F9E,"Off","public"
  2,"zBuffer",2406,0x20005FA0,"Off","public"
 1,"[33]",,0x20005FA2,"Off","public"
  2,"xBuffer",175,0x20005FA2,"Off","public"
  2,"yBuffer",-478,0x20005FA4,"Off","public"
  2,"zBuffer",-4860,0x20005FA6,"Off","public"
 1,"[34]",,0x20005FA8,"Off","public"
  2,"xBuffer",-44,0x20005FA8,"Off","public"
  2,"yBuffer",1479,0x20005FAA,"Off","public"
  2,"zBuffer",-3474,0x20005FAC,"Off","public"
 1,"[35]",,0x20005FAE,"Off","public"
  2,"xBuffer",-947,0x20005FAE,"Off","public"
  2,"yBuffer",-310,0x20005FB0,"Off","public"
  2,"zBuffer",-2063,0x20005FB2,"Off","public"
 1,"[36]",,0x20005FB4,"Off","public"
  2,"xBuffer",757,0x20005FB4,"Off","public"
  2,"yBuffer",-95,0x20005FB6,"Off","public"
  2,"zBuffer",-2813,0x20005FB8,"Off","public"
 1,"[37]",,0x20005FBA,"Off","public"
  2,"xBuffer",1512,0x20005FBA,"Off","public"
  2,"yBuffer",-679,0x20005FBC,"Off","public"
  2,"zBuffer",-3022,0x20005FBE,"Off","public"
 1,"[38]",,0x20005FC0,"Off","public"
  2,"xBuffer",-331,0x20005FC0,"Off","public"
  2,"yBuffer",-473,0x20005FC2,"Off","public"
  2,"zBuffer",-1625,0x20005FC4,"Off","public"
 1,"[39]",,0x20005FC6,"Off","public"
  2,"xBuffer",957,0x20005FC6,"Off","public"
  2,"yBuffer",336,0x20005FC8,"Off","public"
  2,"zBuffer",-786,0x20005FCA,"Off","public"
 1,"[40]",,0x20005FCC,"Off","public"
  2,"xBuffer",-836,0x20005FCC,"Off","public"
  2,"yBuffer",-976,0x20005FCE,"Off","public"
  2,"zBuffer",-342,0x20005FD0,"Off","public"
 1,"[41]",,0x20005FD2,"Off","public"
  2,"xBuffer",104,0x20005FD2,"Off","public"
  2,"yBuffer",894,0x20005FD4,"Off","public"
  2,"zBuffer",4360,0x20005FD6,"Off","public"
 1,"[42]",,0x20005FD8,"Off","public"
  2,"xBuffer",1260,0x20005FD8,"Off","public"
  2,"yBuffer",-1217,0x20005FDA,"Off","public"
  2,"zBuffer",3470,0x20005FDC,"Off","public"
 1,"[43]",,0x20005FDE,"Off","public"
  2,"xBuffer",-529,0x20005FDE,"Off","public"
