Level,Expression,Value,Location,Refresh,Access
0,"extractionBuffer",,0x20005EDC,"Off","private"
 1,"[0]",,0x20005EDC,"Off","public"
  2,"xBuffer",121,0x20005EDC,"Off","public"
  2,"yBuffer",231,0x20005EDE,"Off","public"
  2,"zBuffer",-51,0x20005EE0,"Off","public"
 1,"[1]",,0x20005EE2,"Off","public"
  2,"xBuffer",119,0x20005EE2,"Off","public"
  2,"yBuffer",63,0x20005EE4,"Off","public"
  2,"zBuffer",-49,0x20005EE6,"Off","public"
 1,"[2]",,0x20005EE8,"Off","public"
  2,"xBuffer",11,0x20005EE8,"Off","public"
  2,"yBuffer",-14,0x20005EEA,"Off","public"
  2,"zBuffer",29,0x20005EEC,"Off","public"
 1,"[3]",,0x20005EEE,"Off","public"
  2,"xBuffer",16,0x20005EEE,"Off","public"
  2,"yBuffer",-7,0x20005EF0,"Off","public"
  2,"zBuffer",60,0x20005EF2,"Off","public"
 1,"[4]",,0x20005EF4,"Off","public"
  2,"xBuffer",-365,0x20005EF4,"Off","public"
  2,"yBuffer",186,0x20005EF6,"Off","public"
  2,"zBuffer",589,0x20005EF8,"Off","public"
 1,"[5]",,0x20005EFA,"Off","public"
  2,"xBuffer",-1870,0x20005EFA,"Off","public"
  2,"yBuffer",687,0x20005EFC,"Off","public"
  2,"zBuffer",-2746,0x20005EFE,"Off","public"
 1,"[6]",,0x20005F00,"Off","public"
  2,"xBuffer",-1722,0x20005F00,"Off","public"
  2,"yBuffer",669,0x20005F02,"Off","public"
  2,"zBuffer",-2702,0x20005F04,"Off","public"
 1,"[7]",,0x20005F06,"Off","public"
  2,"xBuffer",1131,0x20005F06,"Off","public"
  2,"yBuffer",-367,0x20005F08,"Off","public"
  2,"zBuffer",-2563,0x20005F0A,"Off","public"
 1,"[8]",,0x20005F0C,"Off","public"
  2,"xBuffer",59,0x20005F0C,"Off","public"
  2,"yBuffer",31,0x20005F0E,"Off","public"
  2,"zBuffer",-2824,0x20005F10,"Off","public"
 1,"[9]",,0x20005F12,"Off","public"
  2,"xBuffer",664,0x20005F12,"Off","public"
  2,"yBuffer",-15,0x20005F14,"Off","public"
  2,"zBuffer",-3894,0x20005F16,"Off","public"
 1,"[10]",,0x20005F18,"Off","public"
  2,"xBuffer",654,0x20005F18,"Off","public"
  2,"yBuffer",-14,0x20005F1A,"Off","public"
  2,"zBuffer",2719,0x20005F1C,"Off","public"
 1,"[11]",,0x20005F1E,"Off","public"
  2,"xBuffer",4874,0x20005F1E,"Off","public"
  2,"yBuffer",-1976,0x20005F20,"Off","public"
  2,"zBuffer",2772,0x20005F22,"Off","public"
 1,"[12]",,0x20005F24,"Off","public"
  2,"xBuffer",-1594,0x20005F24,"Off","public"
  2,"yBuffer",158,0x20005F26,"Off","public"
  2,"zBuffer",10037,0x20005F28,"Off","public"
 1,"[13]",,0x20005F2A,"Off","public"
  2,"xBuffer",-4645,0x20005F2A,"Off","public"
  2,"yBuffer",-278,0x20005F2C,"Off","public"
  2,"zBuffer",-3982,0x20005F2E,"Off","public"
 1,"[14]",,0x20005F30,"Off","public"
  2,"xBuffer",1810,0x20005F30,"Off","public"
  2,"yBuffer",-75,0x20005F32,"Off","public"
  2,"zBuffer",-5031,0x20005F34,"Off","public"
 1,"[15]",,0x20005F36,"Off","public"
  2,"xBuffer",565,0x20005F36,"Off","public"
  2,"yBuffer",-127,0x20005F38,"Off","public"
  2,"zBuffer",-4184,0x20005F3A,"Off","public"
 1,"[16]",,0x20005F3C,"Off","public"
  2,"xBuffer",1550,0x20005F3C,"Off","public"
  2,"yBuffer",-1490,0x20005F3E,"Off","public"
  2,"zBuffer",-2869,0x20005F40,"Off","public"
 1,"[17]",,0x20005F42,"Off","public"
  2,"xBuffer",123,0x20005F42,"Off","public"
  2,"yBuffer",388,0x20005F44,"Off","public"
  2,"zBuffer",2643,0x20005F46,"Off","public"
 1,"[18]",,0x20005F48,"Off","public"
  2,"xBuffer",-1301,0x20005F48,"Off","public"
  2,"yBuffer",-638,0x20005F4A,"Off","public"
  2,"zBuffer",3091,0x20005F4C,"Off","public"
 1,"[19]",,0x20005F4E,"Off","public"
  2,"xBuffer",-770,0x20005F4E,"Off","public"
  2,"yBuffer",-102,0x20005F50,"Off","public"
  2,"zBuffer",-1457,0x20005F52,"Off","public"
 1,"[20]",,0x20005F54,"Off","public"
  2,"xBuffer",-635,0x20005F54,"Off","public"
  2,"yBuffer",340,0x20005F56,"Off","public"
  2,"zBuffer",-248,0x20005F58,"Off","public"
 1,"[21]",,0x20005F5A,"Off","public"
  2,"xBuffer",605,0x20005F5A,"Off","public"
  2,"yBuffer",367,0x20005F5C,"Off","public"
  2,"zBuffer",5876,0x20005F5E,"Off","public"
 1,"[22]",,0x20005F60,"Off","public"
  2,"xBuffer",-120,0x20005F60,"Off","public"
  2,"yBuffer",555,0x20005F62,"Off","public"
  2,"zBuffer",3737,0x20005F64,"Off","public"
 1,"[23]",,0x20005F66,"Off","public"
  2,"xBuffer",-51,0x20005F66,"Off","public"
  2,"yBuffer",244,0x20005F68,"Off","public"
  2,"zBuffer",4189,0x20005F6A,"Off","public"
 1,"[24]",,0x20005F6C,"Off","public"
  2,"xBuffer",-1925,0x20005F6C,"Off","public"
  2,"yBuffer",810,0x20005F6E,"Off","public"
  2,"zBuffer",-620,0x20005F70,"Off","public"
 1,"[25]",,0x20005F72,"Off","public"
  2,"xBuffer",2,0x20005F72,"Off","public"
  2,"yBuffer",165,0x20005F74,"Off","public"
  2,"zBuffer",5,0x20005F76,"Off","public"
 1,"[26]",,0x20005F78,"Off","public"
  2,"xBuffer",452,0x20005F78,"Off","public"
  2,"yBuffer",808,0x20005F7A,"Off","public"
  2,"zBuffer",1967,0x20005F7C,"Off","public"
 1,"[27]",,0x20005F7E,"Off","public"
  2,"xBuffer",-348,0x20005F7E,"Off","public"
  2,"yBuffer",105,0x20005F80,"Off","public"
  2,"zBuffer",4003,0x20005F82,"Off","public"
 1,"[28]",,0x20005F84,"Off","public"
  2,"xBuffer",-620,0x20005F84,"Off","public"
  2,"yBuffer",898,0x20005F86,"Off","public"
  2,"zBuffer",-2047,0x20005F88,"Off","public"
 1,"[29]",,0x20005F8A,"Off","public"
  2,"xBuffer",778,0x20005F8A,"Off","public"
  2,"yBuffer",578,0x20005F8C,"Off","public"
  2,"zBuffer",-2459,0x20005F8E,"Off","public"
 1,"[30]",,0x20005F90,"Off","public"
  2,"xBuffer",-1845,0x20005F90,"Off","public"
  2,"yBuffer",131,0x20005F92,"Off","public"
  2,"zBuffer",-768,0x20005F94,"Off","public"
 1,"[31]",,0x20005F96,"Off","public"
  2,"xBuffer",820,0x20005F96,"Off","public"
  2,"yBuffer",623,0x20005F98,"Off","public"
  2,"zBuffer",-812,0x20005F9A,"Off","public"
 1,"[32]",,0x20005F9C,"Off","public"
  2,"xBuffer",1222,0x20005F9C,"Off","public"
  2,"yBuffer",-81,0x20005F9E,"Off","public"
  2,"zBuffer",-1963,0x20005FA0,"Off","public"
 1,"[33]",,0x20005FA2,"Off","public"
  2,"xBuffer",228,0x20005FA2,"Off","public"
  2,"yBuffer",-142,0x20005FA4,"Off","public"
  2,"zBuffer",-2674,0x20005FA6,"Off","public"
 1,"[34]",,0x20005FA8,"Off","public"
  2,"xBuffer",179,0x20005FA8,"Off","public"
  2,"yBuffer",101,0x20005FAA,"Off","public"
  2,"zBuffer",-2590,0x20005FAC,"Off","public"
 1,"[35]",,0x20005FAE,"Off","public"
  2,"xBuffer",348,0x20005FAE,"Off","public"
  2,"yBuffer",-129,0x20005FB0,"Off","public"
  2,"zBuffer",-1066,0x20005FB2,"Off","public"
 1,"[36]",,0x20005FB4,"Off","public"
  2,"xBuffer",153,0x20005FB4,"Off","public"
  2,"yBuffer",232,0x20005FB6,"Off","public"
  2,"zBuffer",746,0x20005FB8,"Off","public"
 1,"[37]",,0x20005FBA,"Off","public"
  2,"xBuffer",1122,0x20005FBA,"Off","public"
  2,"yBuffer",-30,0x20005FBC,"Off","public"
  2,"zBuffer",-792,0x20005FBE,"Off","public"
 1,"[38]",,0x20005FC0,"Off","public"
  2,"xBuffer",375,0x20005FC0,"Off","public"
  2,"yBuffer",95,0x20005FC2,"Off","public"
  2,"zBuffer",2107,0x20005FC4,"Off","public"
 1,"[39]",,0x20005FC6,"Off","public"
  2,"xBuffer",-797,0x20005FC6,"Off","public"
  2,"yBuffer",95,0x20005FC8,"Off","public"
  2,"zBuffer",3522,0x20005FCA,"Off","public"
 1,"[40]",,0x20005FCC,"Off","public"
  2,"xBuffer",1539,0x20005FCC,"Off","public"
  2,"yBuffer",-258,0x20005FCE,"Off","public"
  2,"zBuffer",1560,0x20005FD0,"Off","public"
 1,"[41]",,0x20005FD2,"Off","public"
  2,"xBuffer",-617,0x20005FD2,"Off","public"
  2,"yBuffer",-315,0x20005FD4,"Off","public"
  2,"zBuffer",1762,0x20005FD6,"Off","public"
 1,"[42]",,0x20005FD8,"Off","public"
  2,"xBuffer",1063,0x20005FD8,"Off","public"
  2,"yBuffer",194,0x20005FDA,"Off","public"
  2,"zBuffer",2513,0x20005FDC,"Off","public"
 1,"[43]",,0x20005FDE,"Off","public"
  2,"xBuffer",1046,0x20005FDE,"Off","public"
  2,"yBuffer",-15,0x20005FE0,"Off","public"
