Level,Expression,Value,Location,Refresh,Access
0,"extractionBuffer",,0x20005EDC,"Off","private"
 1,"[0]",,0x20005EDC,"Off","public"
  2,"xBuffer",59,0x20005EDC,"Off","public"
  2,"yBuffer",-25,0x20005EDE,"Off","public"
  2,"zBuffer",-109,0x20005EE0,"Off","public"
 1,"[1]",,0x20005EE2,"Off","public"
  2,"xBuffer",-9,0x20005EE2,"Off","public"
  2,"yBuffer",-85,0x20005EE4,"Off","public"
  2,"zBuffer",51,0x20005EE6,"Off","public"
 1,"[2]",,0x20005EE8,"Off","public"
  2,"xBuffer",82,0x20005EE8,"Off","public"
  2,"yBuffer",168,0x20005EEA,"Off","public"
  2,"zBuffer",-46,0x20005EEC,"Off","public"
 1,"[3]",,0x20005EEE,"Off","public"
  2,"xBuffer",81,0x20005EEE,"Off","public"
  2,"yBuffer",15,0x20005EF0,"Off","public"
  2,"zBuffer",-44,0x20005EF2,"Off","public"
 1,"[4]",,0x20005EF4,"Off","public"
  2,"xBuffer",93,0x20005EF4,"Off","public"
  2,"yBuffer",-42,0x20005EF6,"Off","public"
  2,"zBuffer",73,0x20005EF8,"Off","public"
 1,"[5]",,0x20005EFA,"Off","public"
  2,"xBuffer",0,0x20005EFA,"Off","public"
  2,"yBuffer",90,0x20005EFC,"Off","public"
  2,"zBuffer",-7,0x20005EFE,"Off","public"
 1,"[6]",,0x20005F00,"Off","public"
  2,"xBuffer",73,0x20005F00,"Off","public"
  2,"yBuffer",126,0x20005F02,"Off","public"
  2,"zBuffer",24,0x20005F04,"Off","public"
 1,"[7]",,0x20005F06,"Off","public"
  2,"xBuffer",828,0x20005F06,"Off","public"
  2,"yBuffer",124,0x20005F08,"Off","public"
  2,"zBuffer",581,0x20005F0A,"Off","public"
 1,"[8]",,0x20005F0C,"Off","public"
  2,"xBuffer",840,0x20005F0C,"Off","public"
  2,"yBuffer",-2089,0x20005F0E,"Off","public"
  2,"zBuffer",572,0x20005F10,"Off","public"
 1,"[9]",,0x20005F12,"Off","public"
  2,"xBuffer",6235,0x20005F12,"Off","public"
  2,"yBuffer",-8278,0x20005F14,"Off","public"
  2,"zBuffer",-214,0x20005F16,"Off","public"
 1,"[10]",,0x20005F18,"Off","public"
  2,"xBuffer",8539,0x20005F18,"Off","public"
  2,"yBuffer",-6573,0x20005F1A,"Off","public"
  2,"zBuffer",-59,0x20005F1C,"Off","public"
 1,"[11]",,0x20005F1E,"Off","public"
  2,"xBuffer",2200,0x20005F1E,"Off","public"
  2,"yBuffer",533,0x20005F20,"Off","public"
  2,"zBuffer",-297,0x20005F22,"Off","public"
 1,"[12]",,0x20005F24,"Off","public"
  2,"xBuffer",2166,0x20005F24,"Off","public"
  2,"yBuffer",525,0x20005F26,"Off","public"
  2,"zBuffer",968,0x20005F28,"Off","public"
 1,"[13]",,0x20005F2A,"Off","public"
  2,"xBuffer",-6606,0x20005F2A,"Off","public"
  2,"yBuffer",6280,0x20005F2C,"Off","public"
  2,"zBuffer",1061,0x20005F2E,"Off","public"
 1,"[14]",,0x20005F30,"Off","public"
  2,"xBuffer",-6811,0x20005F30,"Off","public"
  2,"yBuffer",7996,0x20005F32,"Off","public"
  2,"zBuffer",3920,0x20005F34,"Off","public"
 1,"[15]",,0x20005F36,"Off","public"
  2,"xBuffer",-2083,0x20005F36,"Off","public"
  2,"yBuffer",1526,0x20005F38,"Off","public"
  2,"zBuffer",2158,0x20005F3A,"Off","public"
 1,"[16]",,0x20005F3C,"Off","public"
  2,"xBuffer",1478,0x20005F3C,"Off","public"
  2,"yBuffer",1227,0x20005F3E,"Off","public"
  2,"zBuffer",-152,0x20005F40,"Off","public"
 1,"[17]",,0x20005F42,"Off","public"
  2,"xBuffer",-2232,0x20005F42,"Off","public"
  2,"yBuffer",833,0x20005F44,"Off","public"
  2,"zBuffer",143,0x20005F46,"Off","public"
 1,"[18]",,0x20005F48,"Off","public"
  2,"xBuffer",-3041,0x20005F48,"Off","public"
  2,"yBuffer",1534,0x20005F4A,"Off","public"
  2,"zBuffer",-13,0x20005F4C,"Off","public"
 1,"[19]",,0x20005F4E,"Off","public"
  2,"xBuffer",806,0x20005F4E,"Off","public"
  2,"yBuffer",708,0x20005F50,"Off","public"
  2,"zBuffer",-369,0x20005F52,"Off","public"
 1,"[20]",,0x20005F54,"Off","public"
  2,"xBuffer",-1577,0x20005F54,"Off","public"
  2,"yBuffer",916,0x20005F56,"Off","public"
  2,"zBuffer",1321,0x20005F58,"Off","public"
 1,"[21]",,0x20005F5A,"Off","public"
  2,"xBuffer",-1416,0x20005F5A,"Off","public"
  2,"yBuffer",661,0x20005F5C,"Off","public"
  2,"zBuffer",2084,0x20005F5E,"Off","public"
 1,"[22]",,0x20005F60,"Off","public"
  2,"xBuffer",-687,0x20005F60,"Off","public"
  2,"yBuffer",-127,0x20005F62,"Off","public"
  2,"zBuffer",-1372,0x20005F64,"Off","public"
 1,"[23]",,0x20005F66,"Off","public"
  2,"xBuffer",-1532,0x20005F66,"Off","public"
  2,"yBuffer",-249,0x20005F68,"Off","public"
  2,"zBuffer",-1581,0x20005F6A,"Off","public"
 1,"[24]",,0x20005F6C,"Off","public"
  2,"xBuffer",581,0x20005F6C,"Off","public"
  2,"yBuffer",64,0x20005F6E,"Off","public"
  2,"zBuffer",-535,0x20005F70,"Off","public"
 1,"[25]",,0x20005F72,"Off","public"
  2,"xBuffer",-1831,0x20005F72,"Off","public"
  2,"yBuffer",-746,0x20005F74,"Off","public"
  2,"zBuffer",-921,0x20005F76,"Off","public"
 1,"[26]",,0x20005F78,"Off","public"
  2,"xBuffer",829,0x20005F78,"Off","public"
  2,"yBuffer",-955,0x20005F7A,"Off","public"
  2,"zBuffer",-1039,0x20005F7C,"Off","public"
 1,"[27]",,0x20005F7E,"Off","public"
  2,"xBuffer",-214,0x20005F7E,"Off","public"
  2,"yBuffer",-966,0x20005F80,"Off","public"
  2,"zBuffer",-172,0x20005F82,"Off","public"
 1,"[28]",,0x20005F84,"Off","public"
  2,"xBuffer",-1312,0x20005F84,"Off","public"
  2,"yBuffer",-653,0x20005F86,"Off","public"
  2,"zBuffer",-2254,0x20005F88,"Off","public"
 1,"[29]",,0x20005F8A,"Off","public"
  2,"xBuffer",183,0x20005F8A,"Off","public"
  2,"yBuffer",433,0x20005F8C,"Off","public"
  2,"zBuffer",-1595,0x20005F8E,"Off","public"
 1,"[30]",,0x20005F90,"Off","public"
  2,"xBuffer",-38,0x20005F90,"Off","public"
  2,"yBuffer",-542,0x20005F92,"Off","public"
  2,"zBuffer",-1740,0x20005F94,"Off","public"
 1,"[31]",,0x20005F96,"Off","public"
  2,"xBuffer",250,0x20005F96,"Off","public"
  2,"yBuffer",-78,0x20005F98,"Off","public"
  2,"zBuffer",-2589,0x20005F9A,"Off","public"
 1,"[32]",,0x20005F9C,"Off","public"
  2,"xBuffer",3752,0x20005F9C,"Off","public"
  2,"yBuffer",-1280,0x20005F9E,"Off","public"
  2,"zBuffer",-3040,0x20005FA0,"Off","public"
 1,"[33]",,0x20005FA2,"Off","public"
  2,"xBuffer",-1024,0x20005FA2,"Off","public"
  2,"yBuffer",3238,0x20005FA4,"Off","public"
  2,"zBuffer",294,0x20005FA6,"Off","public"
 1,"[34]",,0x20005FA8,"Off","public"
  2,"xBuffer",-769,0x20005FA8,"Off","public"
  2,"yBuffer",-910,0x20005FAA,"Off","public"
  2,"zBuffer",-1940,0x20005FAC,"Off","public"
 1,"[35]",,0x20005FAE,"Off","public"
  2,"xBuffer",4922,0x20005FAE,"Off","public"
  2,"yBuffer",569,0x20005FB0,"Off","public"
  2,"zBuffer",-257,0x20005FB2,"Off","public"
 1,"[36]",,0x20005FB4,"Off","public"
  2,"xBuffer",-1407,0x20005FB4,"Off","public"
  2,"yBuffer",-209,0x20005FB6,"Off","public"
  2,"zBuffer",2300,0x20005FB8,"Off","public"
 1,"[37]",,0x20005FBA,"Off","public"
  2,"xBuffer",-1398,0x20005FBA,"Off","public"
  2,"yBuffer",-2136,0x20005FBC,"Off","public"
  2,"zBuffer",547,0x20005FBE,"Off","public"
 1,"[38]",,0x20005FC0,"Off","public"
  2,"xBuffer",4003,0x20005FC0,"Off","public"
  2,"yBuffer",201,0x20005FC2,"Off","public"
  2,"zBuffer",-96,0x20005FC4,"Off","public"
 1,"[39]",,0x20005FC6,"Off","public"
  2,"xBuffer",-1063,0x20005FC6,"Off","public"
  2,"yBuffer",1137,0x20005FC8,"Off","public"
  2,"zBuffer",2533,0x20005FCA,"Off","public"
 1,"[40]",,0x20005FCC,"Off","public"
  2,"xBuffer",-2048,0x20005FCC,"Off","public"
  2,"yBuffer",1034,0x20005FCE,"Off","public"
  2,"zBuffer",-2046,0x20005FD0,"Off","public"
 1,"[41]",,0x20005FD2,"Off","public"
  2,"xBuffer",739,0x20005FD2,"Off","public"
  2,"yBuffer",-1619,0x20005FD4,"Off","public"
  2,"zBuffer",988,0x20005FD6,"Off","public"
 1,"[42]",,0x20005FD8,"Off","public"
  2,"xBuffer",-360,0x20005FD8,"Off","public"
  2,"yBuffer",1224,0x20005FDA,"Off","public"
  2,"zBuffer",4284,0x20005FDC,"Off","public"
 1,"[43]",,0x20005FDE,"Off","public"
  2,"xBuffer",-966,0x20005FDE,"Off","public"
