Level,Expression,Value,Location,Refresh,Access
0,"extractionBuffer",,0x20005EDC,"Off","private"
 1,"[0]",,0x20005EDC,"Off","public"
  2,"xBuffer",-84,0x20005EDC,"Off","public"
  2,"yBuffer",-48,0x20005EDE,"Off","public"
  2,"zBuffer",36,0x20005EE0,"Off","public"
 1,"[1]",,0x20005EE2,"Off","public"
  2,"xBuffer",23,0x20005EE2,"Off","public"
  2,"yBuffer",-37,0x20005EE4,"Off","public"
  2,"zBuffer",-17,0x20005EE6,"Off","public"
 1,"[2]",,0x20005EE8,"Off","public"
  2,"xBuffer",31,0x20005EE8,"Off","public"
  2,"yBuffer",107,0x20005EEA,"Off","public"
  2,"zBuffer",37,0x20005EEC,"Off","public"
 1,"[3]",,0x20005EEE,"Off","public"
  2,"xBuffer",32,0x20005EEE,"Off","public"
  2,"yBuffer",-61,0x20005EF0,"Off","public"
  2,"zBuffer",-50,0x20005EF2,"Off","public"
 1,"[4]",,0x20005EF4,"Off","public"
  2,"xBuffer",58,0x20005EF4,"Off","public"
  2,"yBuffer",34,0x20005EF6,"Off","public"
  2,"zBuffer",16,0x20005EF8,"Off","public"
 1,"[5]",,0x20005EFA,"Off","public"
  2,"xBuffer",68,0x20005EFA,"Off","public"
  2,"yBuffer",53,0x20005EFC,"Off","public"
  2,"zBuffer",35,0x20005EFE,"Off","public"
 1,"[6]",,0x20005F00,"Off","public"
  2,"xBuffer",42,0x20005F00,"Off","public"
  2,"yBuffer",13,0x20005F02,"Off","public"
  2,"zBuffer",24,0x20005F04,"Off","public"
 1,"[7]",,0x20005F06,"Off","public"
  2,"xBuffer",11,0x20005F06,"Off","public"
  2,"yBuffer",37,0x20005F08,"Off","public"
  2,"zBuffer",31,0x20005F0A,"Off","public"
 1,"[8]",,0x20005F0C,"Off","public"
  2,"xBuffer",22,0x20005F0C,"Off","public"
  2,"yBuffer",5,0x20005F0E,"Off","public"
  2,"zBuffer",111,0x20005F10,"Off","public"
 1,"[9]",,0x20005F12,"Off","public"
  2,"xBuffer",-4365,0x20005F12,"Off","public"
  2,"yBuffer",-1449,0x20005F14,"Off","public"
  2,"zBuffer",5305,0x20005F16,"Off","public"
 1,"[10]",,0x20005F18,"Off","public"
  2,"xBuffer",-4459,0x20005F18,"Off","public"
  2,"yBuffer",-1733,0x20005F1A,"Off","public"
  2,"zBuffer",10369,0x20005F1C,"Off","public"
 1,"[11]",,0x20005F1E,"Off","public"
  2,"xBuffer",4915,0x20005F1E,"Off","public"
  2,"yBuffer",-472,0x20005F20,"Off","public"
  2,"zBuffer",937,0x20005F22,"Off","public"
 1,"[12]",,0x20005F24,"Off","public"
  2,"xBuffer",-353,0x20005F24,"Off","public"
  2,"yBuffer",543,0x20005F26,"Off","public"
  2,"zBuffer",-4126,0x20005F28,"Off","public"
 1,"[13]",,0x20005F2A,"Off","public"
  2,"xBuffer",-346,0x20005F2A,"Off","public"
  2,"yBuffer",516,0x20005F2C,"Off","public"
  2,"zBuffer",-4061,0x20005F2E,"Off","public"
 1,"[14]",,0x20005F30,"Off","public"
  2,"xBuffer",411,0x20005F30,"Off","public"
  2,"yBuffer",-2412,0x20005F32,"Off","public"
  2,"zBuffer",-19140,0x20005F34,"Off","public"
 1,"[15]",,0x20005F36,"Off","public"
  2,"xBuffer",3812,0x20005F36,"Off","public"
  2,"yBuffer",-1543,0x20005F38,"Off","public"
  2,"zBuffer",-9311,0x20005F3A,"Off","public"
 1,"[16]",,0x20005F3C,"Off","public"
  2,"xBuffer",-574,0x20005F3C,"Off","public"
  2,"yBuffer",16745,0x20005F3E,"Off","public"
  2,"zBuffer",-24254,0x20005F40,"Off","public"
 1,"[17]",,0x20005F42,"Off","public"
  2,"xBuffer",10775,0x20005F42,"Off","public"
  2,"yBuffer",-400,0x20005F44,"Off","public"
  2,"zBuffer",-30915,0x20005F46,"Off","public"
 1,"[18]",,0x20005F48,"Off","public"
  2,"xBuffer",10537,0x20005F48,"Off","public"
  2,"yBuffer",-244,0x20005F4A,"Off","public"
  2,"zBuffer",-30431,0x20005F4C,"Off","public"
 1,"[19]",,0x20005F4E,"Off","public"
  2,"xBuffer",10384,0x20005F4E,"Off","public"
  2,"yBuffer",12214,0x20005F50,"Off","public"
  2,"zBuffer",5028,0x20005F52,"Off","public"
 1,"[20]",,0x20005F54,"Off","public"
  2,"xBuffer",-15678,0x20005F54,"Off","public"
  2,"yBuffer",3728,0x20005F56,"Off","public"
  2,"zBuffer",27788,0x20005F58,"Off","public"
 1,"[21]",,0x20005F5A,"Off","public"
  2,"xBuffer",499,0x20005F5A,"Off","public"
  2,"yBuffer",3004,0x20005F5C,"Off","public"
  2,"zBuffer",6323,0x20005F5E,"Off","public"
 1,"[22]",,0x20005F60,"Off","public"
  2,"xBuffer",491,0x20005F60,"Off","public"
  2,"yBuffer",2957,0x20005F62,"Off","public"
  2,"zBuffer",12272,0x20005F64,"Off","public"
 1,"[23]",,0x20005F66,"Off","public"
  2,"xBuffer",14395,0x20005F66,"Off","public"
  2,"yBuffer",3939,0x20005F68,"Off","public"
  2,"zBuffer",12087,0x20005F6A,"Off","public"
 1,"[24]",,0x20005F6C,"Off","public"
  2,"xBuffer",-448,0x20005F6C,"Off","public"
  2,"yBuffer",-681,0x20005F6E,"Off","public"
  2,"zBuffer",-450,0x20005F70,"Off","public"
 1,"[25]",,0x20005F72,"Off","public"
  2,"xBuffer",-15249,0x20005F72,"Off","public"
  2,"yBuffer",1326,0x20005F74,"Off","public"
  2,"zBuffer",-6034,0x20005F76,"Off","public"
 1,"[26]",,0x20005F78,"Off","public"
  2,"xBuffer",-417,0x20005F78,"Off","public"
  2,"yBuffer",-7335,0x20005F7A,"Off","public"
  2,"zBuffer",-12328,0x20005F7C,"Off","public"
 1,"[27]",,0x20005F7E,"Off","public"
  2,"xBuffer",2284,0x20005F7E,"Off","public"
  2,"yBuffer",613,0x20005F80,"Off","public"
  2,"zBuffer",-2056,0x20005F82,"Off","public"
 1,"[28]",,0x20005F84,"Off","public"
  2,"xBuffer",-4813,0x20005F84,"Off","public"
  2,"yBuffer",-2429,0x20005F86,"Off","public"
  2,"zBuffer",19728,0x20005F88,"Off","public"
 1,"[29]",,0x20005F8A,"Off","public"
  2,"xBuffer",-4671,0x20005F8A,"Off","public"
  2,"yBuffer",-512,0x20005F8C,"Off","public"
  2,"zBuffer",6089,0x20005F8E,"Off","public"
 1,"[30]",,0x20005F90,"Off","public"
  2,"xBuffer",5546,0x20005F90,"Off","public"
  2,"yBuffer",-612,0x20005F92,"Off","public"
  2,"zBuffer",21011,0x20005F94,"Off","public"
 1,"[31]",,0x20005F96,"Off","public"
  2,"xBuffer",-1550,0x20005F96,"Off","public"
  2,"yBuffer",-801,0x20005F98,"Off","public"
  2,"zBuffer",-3857,0x20005F9A,"Off","public"
 1,"[32]",,0x20005F9C,"Off","public"
  2,"xBuffer",-12008,0x20005F9C,"Off","public"
  2,"yBuffer",-191,0x20005F9E,"Off","public"
  2,"zBuffer",21275,0x20005FA0,"Off","public"
 1,"[33]",,0x20005FA2,"Off","public"
  2,"xBuffer",-5271,0x20005FA2,"Off","public"
  2,"yBuffer",-3407,0x20005FA4,"Off","public"
  2,"zBuffer",-724,0x20005FA6,"Off","public"
 1,"[34]",,0x20005FA8,"Off","public"
  2,"xBuffer",-564,0x20005FA8,"Off","public"
  2,"yBuffer",-2021,0x20005FAA,"Off","public"
  2,"zBuffer",17283,0x20005FAC,"Off","public"
 1,"[35]",,0x20005FAE,"Off","public"
  2,"xBuffer",-3376,0x20005FAE,"Off","public"
  2,"yBuffer",1793,0x20005FB0,"Off","public"
  2,"zBuffer",-778,0x20005FB2,"Off","public"
 1,"[36]",,0x20005FB4,"Off","public"
  2,"xBuffer",-399,0x20005FB4,"Off","public"
  2,"yBuffer",-3132,0x20005FB6,"Off","public"
  2,"zBuffer",-1834,0x20005FB8,"Off","public"
 1,"[37]",,0x20005FBA,"Off","public"
  2,"xBuffer",1092,0x20005FBA,"Off","public"
  2,"yBuffer",-1301,0x20005FBC,"Off","public"
  2,"zBuffer",535,0x20005FBE,"Off","public"
 1,"[38]",,0x20005FC0,"Off","public"
  2,"xBuffer",-1449,0x20005FC0,"Off","public"
  2,"yBuffer",1129,0x20005FC2,"Off","public"
  2,"zBuffer",1093,0x20005FC4,"Off","public"
 1,"[39]",,0x20005FC6,"Off","public"
  2,"xBuffer",-6593,0x20005FC6,"Off","public"
  2,"yBuffer",1281,0x20005FC8,"Off","public"
  2,"zBuffer",-2048,0x20005FCA,"Off","public"
 1,"[40]",,0x20005FCC,"Off","public"
  2,"xBuffer",-7400,0x20005FCC,"Off","public"
  2,"yBuffer",2111,0x20005FCE,"Off","public"
  2,"zBuffer",-18553,0x20005FD0,"Off","public"
 1,"[41]",,0x20005FD2,"Off","public"
  2,"xBuffer",2994,0x20005FD2,"Off","public"
  2,"yBuffer",687,0x20005FD4,"Off","public"
  2,"zBuffer",-10365,0x20005FD6,"Off","public"
 1,"[42]",,0x20005FD8,"Off","public"
  2,"xBuffer",1973,0x20005FD8,"Off","public"
  2,"yBuffer",690,0x20005FDA,"Off","public"
  2,"zBuffer",-5217,0x20005FDC,"Off","public"
 1,"[43]",,0x20005FDE,"Off","public"
  2,"xBuffer",-1821,0x20005FDE,"Off","public"
