Level,Expression,Value,Location,Refresh,Access
0,"extractionBuffer",,0x20005EDC,"Off","private"
 1,"[0]",,0x20005EDC,"Off","public"
  2,"xBuffer",124,0x20005EDC,"Off","public"
  2,"yBuffer",6,0x20005EDE,"Off","public"
  2,"zBuffer",0,0x20005EE0,"Off","public"
 1,"[1]",,0x20005EE2,"Off","public"
  2,"xBuffer",43,0x20005EE2,"Off","public"
  2,"yBuffer",46,0x20005EE4,"Off","public"
  2,"zBuffer",53,0x20005EE6,"Off","public"
 1,"[2]",,0x20005EE8,"Off","public"
  2,"xBuffer",8,0x20005EE8,"Off","public"
  2,"yBuffer",25,0x20005EEA,"Off","public"
  2,"zBuffer",8,0x20005EEC,"Off","public"
 1,"[3]",,0x20005EEE,"Off","public"
  2,"xBuffer",23,0x20005EEE,"Off","public"
  2,"yBuffer",68,0x20005EF0,"Off","public"
  2,"zBuffer",55,0x20005EF2,"Off","public"
 1,"[4]",,0x20005EF4,"Off","public"
  2,"xBuffer",-87,0x20005EF4,"Off","public"
  2,"yBuffer",80,0x20005EF6,"Off","public"
  2,"zBuffer",70,0x20005EF8,"Off","public"
 1,"[5]",,0x20005EFA,"Off","public"
  2,"xBuffer",-10,0x20005EFA,"Off","public"
  2,"yBuffer",-51,0x20005EFC,"Off","public"
  2,"zBuffer",0,0x20005EFE,"Off","public"
 1,"[6]",,0x20005F00,"Off","public"
  2,"xBuffer",-25,0x20005F00,"Off","public"
  2,"yBuffer",0,0x20005F02,"Off","public"
  2,"zBuffer",25,0x20005F04,"Off","public"
 1,"[7]",,0x20005F06,"Off","public"
  2,"xBuffer",12,0x20005F06,"Off","public"
  2,"yBuffer",-14,0x20005F08,"Off","public"
  2,"zBuffer",-44,0x20005F0A,"Off","public"
 1,"[8]",,0x20005F0C,"Off","public"
  2,"xBuffer",-259,0x20005F0C,"Off","public"
  2,"yBuffer",-7,0x20005F0E,"Off","public"
  2,"zBuffer",-1662,0x20005F10,"Off","public"
 1,"[9]",,0x20005F12,"Off","public"
  2,"xBuffer",-3162,0x20005F12,"Off","public"
  2,"yBuffer",822,0x20005F14,"Off","public"
  2,"zBuffer",-14482,0x20005F16,"Off","public"
 1,"[10]",,0x20005F18,"Off","public"
  2,"xBuffer",-4507,0x20005F18,"Off","public"
  2,"yBuffer",1050,0x20005F1A,"Off","public"
  2,"zBuffer",-28524,0x20005F1C,"Off","public"
 1,"[11]",,0x20005F1E,"Off","public"
  2,"xBuffer",1115,0x20005F1E,"Off","public"
  2,"yBuffer",524,0x20005F20,"Off","public"
  2,"zBuffer",-30927,0x20005F22,"Off","public"
 1,"[12]",,0x20005F24,"Off","public"
  2,"xBuffer",-4995,0x20005F24,"Off","public"
  2,"yBuffer",-786,0x20005F26,"Off","public"
  2,"zBuffer",-30443,0x20005F28,"Off","public"
 1,"[13]",,0x20005F2A,"Off","public"
  2,"xBuffer",9330,0x20005F2A,"Off","public"
  2,"yBuffer",1242,0x20005F2C,"Off","public"
  2,"zBuffer",-29966,0x20005F2E,"Off","public"
 1,"[14]",,0x20005F30,"Off","public"
  2,"xBuffer",9184,0x20005F30,"Off","public"
  2,"yBuffer",1414,0x20005F32,"Off","public"
  2,"zBuffer",-29497,0x20005F34,"Off","public"
 1,"[15]",,0x20005F36,"Off","public"
  2,"xBuffer",5621,0x20005F36,"Off","public"
  2,"yBuffer",2438,0x20005F38,"Off","public"
  2,"zBuffer",-29035,0x20005F3A,"Off","public"
 1,"[16]",,0x20005F3C,"Off","public"
  2,"xBuffer",9450,0x20005F3C,"Off","public"
  2,"yBuffer",5845,0x20005F3E,"Off","public"
  2,"zBuffer",-13676,0x20005F40,"Off","public"
 1,"[17]",,0x20005F42,"Off","public"
  2,"xBuffer",6088,0x20005F42,"Off","public"
  2,"yBuffer",-4599,0x20005F44,"Off","public"
  2,"zBuffer",-29410,0x20005F46,"Off","public"
 1,"[18]",,0x20005F48,"Off","public"
  2,"xBuffer",-15930,0x20005F48,"Off","public"
  2,"yBuffer",-4526,0x20005F4A,"Off","public"
  2,"zBuffer",-29974,0x20005F4C,"Off","public"
 1,"[19]",,0x20005F4E,"Off","public"
  2,"xBuffer",-15750,0x20005F4E,"Off","public"
  2,"yBuffer",-1238,0x20005F50,"Off","public"
  2,"zBuffer",-30530,0x20005F52,"Off","public"
 1,"[20]",,0x20005F54,"Off","public"
  2,"xBuffer",-15503,0x20005F54,"Off","public"
  2,"yBuffer",-2077,0x20005F56,"Off","public"
  2,"zBuffer",-31077,0x20005F58,"Off","public"
 1,"[21]",,0x20005F5A,"Off","public"
  2,"xBuffer",2300,0x20005F5A,"Off","public"
  2,"yBuffer",-4070,0x20005F5C,"Off","public"
  2,"zBuffer",19873,0x20005F5E,"Off","public"
 1,"[22]",,0x20005F60,"Off","public"
  2,"xBuffer",-9416,0x20005F60,"Off","public"
  2,"yBuffer",3070,0x20005F62,"Off","public"
  2,"zBuffer",4344,0x20005F64,"Off","public"
 1,"[23]",,0x20005F66,"Off","public"
  2,"xBuffer",-9268,0x20005F66,"Off","public"
  2,"yBuffer",3022,0x20005F68,"Off","public"
  2,"zBuffer",-1771,0x20005F6A,"Off","public"
 1,"[24]",,0x20005F6C,"Off","public"
  2,"xBuffer",7401,0x20005F6C,"Off","public"
  2,"yBuffer",-3074,0x20005F6E,"Off","public"
  2,"zBuffer",-1845,0x20005F70,"Off","public"
 1,"[25]",,0x20005F72,"Off","public"
  2,"xBuffer",8875,0x20005F72,"Off","public"
  2,"yBuffer",6142,0x20005F74,"Off","public"
  2,"zBuffer",13960,0x20005F76,"Off","public"
 1,"[26]",,0x20005F78,"Off","public"
  2,"xBuffer",-7349,0x20005F78,"Off","public"
  2,"yBuffer",-2477,0x20005F7A,"Off","public"
  2,"zBuffer",17436,0x20005F7C,"Off","public"
 1,"[27]",,0x20005F7E,"Off","public"
  2,"xBuffer",-809,0x20005F7E,"Off","public"
  2,"yBuffer",5381,0x20005F80,"Off","public"
  2,"zBuffer",32244,0x20005F82,"Off","public"
 1,"[28]",,0x20005F84,"Off","public"
  2,"xBuffer",1141,0x20005F84,"Off","public"
  2,"yBuffer",6171,0x20005F86,"Off","public"
  2,"zBuffer",-27129,0x20005F88,"Off","public"
 1,"[29]",,0x20005F8A,"Off","public"
  2,"xBuffer",14360,0x20005F8A,"Off","public"
  2,"yBuffer",-3200,0x20005F8C,"Off","public"
  2,"zBuffer",9599,0x20005F8E,"Off","public"
 1,"[30]",,0x20005F90,"Off","public"
  2,"xBuffer",4939,0x20005F90,"Off","public"
  2,"yBuffer",5995,0x20005F92,"Off","public"
  2,"zBuffer",14331,0x20005F94,"Off","public"
 1,"[31]",,0x20005F96,"Off","public"
  2,"xBuffer",-6113,0x20005F96,"Off","public"
  2,"yBuffer",-3244,0x20005F98,"Off","public"
  2,"zBuffer",9785,0x20005F9A,"Off","public"
 1,"[32]",,0x20005F9C,"Off","public"
  2,"xBuffer",1920,0x20005F9C,"Off","public"
  2,"yBuffer",3464,0x20005F9E,"Off","public"
  2,"zBuffer",13672,0x20005FA0,"Off","public"
 1,"[33]",,0x20005FA2,"Off","public"
  2,"xBuffer",15092,0x20005FA2,"Off","public"
  2,"yBuffer",-2905,0x20005FA4,"Off","public"
  2,"zBuffer",-5874,0x20005FA6,"Off","public"
 1,"[34]",,0x20005FA8,"Off","public"
  2,"xBuffer",3856,0x20005FA8,"Off","public"
  2,"yBuffer",-1617,0x20005FAA,"Off","public"
  2,"zBuffer",4014,0x20005FAC,"Off","public"
 1,"[35]",,0x20005FAE,"Off","public"
  2,"xBuffer",883,0x20005FAE,"Off","public"
  2,"yBuffer",797,0x20005FB0,"Off","public"
  2,"zBuffer",-3709,0x20005FB2,"Off","public"
 1,"[36]",,0x20005FB4,"Off","public"
  2,"xBuffer",1993,0x20005FB4,"Off","public"
  2,"yBuffer",-3241,0x20005FB6,"Off","public"
  2,"zBuffer",4069,0x20005FB8,"Off","public"
 1,"[37]",,0x20005FBA,"Off","public"
  2,"xBuffer",4494,0x20005FBA,"Off","public"
  2,"yBuffer",2404,0x20005FBC,"Off","public"
  2,"zBuffer",-6881,0x20005FBE,"Off","public"
 1,"[38]",,0x20005FC0,"Off","public"
  2,"xBuffer",7048,0x20005FC0,"Off","public"
  2,"yBuffer",-3232,0x20005FC2,"Off","public"
  2,"zBuffer",-6346,0x20005FC4,"Off","public"
 1,"[39]",,0x20005FC6,"Off","public"
  2,"xBuffer",1085,0x20005FC6,"Off","public"
  2,"yBuffer",1267,0x20005FC8,"Off","public"
  2,"zBuffer",-490,0x20005FCA,"Off","public"
 1,"[40]",,0x20005FCC,"Off","public"
  2,"xBuffer",2233,0x20005FCC,"Off","public"
  2,"yBuffer",-2038,0x20005FCE,"Off","public"
  2,"zBuffer",2532,0x20005FD0,"Off","public"
 1,"[41]",,0x20005FD2,"Off","public"
  2,"xBuffer",1837,0x20005FD2,"Off","public"
  2,"yBuffer",1072,0x20005FD4,"Off","public"
  2,"zBuffer",-4090,0x20005FD6,"Off","public"
 1,"[42]",,0x20005FD8,"Off","public"
  2,"xBuffer",-1,0x20005FD8,"Off","public"
  2,"yBuffer",-810,0x20005FDA,"Off","public"
  2,"zBuffer",189,0x20005FDC,"Off","public"
 1,"[43]",,0x20005FDE,"Off","public"
