Level,Expression,Value,Location,Refresh,Access
0,"extractionBuffer",,0x20005EDC,"Off","private"
 1,"[0]",,0x20005EDC,"Off","public"
  2,"xBuffer",94,0x20005EDC,"Off","public"
  2,"yBuffer",90,0x20005EDE,"Off","public"
  2,"zBuffer",11,0x20005EE0,"Off","public"
 1,"[1]",,0x20005EE2,"Off","public"
  2,"xBuffer",43,0x20005EE2,"Off","public"
  2,"yBuffer",20,0x20005EE4,"Off","public"
  2,"zBuffer",41,0x20005EE6,"Off","public"
 1,"[2]",,0x20005EE8,"Off","public"
  2,"xBuffer",107,0x20005EE8,"Off","public"
  2,"yBuffer",-53,0x20005EEA,"Off","public"
  2,"zBuffer",-14,0x20005EEC,"Off","public"
 1,"[3]",,0x20005EEE,"Off","public"
  2,"xBuffer",378,0x20005EEE,"Off","public"
  2,"yBuffer",0,0x20005EF0,"Off","public"
  2,"zBuffer",1123,0x20005EF2,"Off","public"
 1,"[4]",,0x20005EF4,"Off","public"
  2,"xBuffer",372,0x20005EF4,"Off","public"
  2,"yBuffer",0,0x20005EF6,"Off","public"
  2,"zBuffer",-154,0x20005EF8,"Off","public"
 1,"[5]",,0x20005EFA,"Off","public"
  2,"xBuffer",-361,0x20005EFA,"Off","public"
  2,"yBuffer",439,0x20005EFC,"Off","public"
  2,"zBuffer",-218,0x20005EFE,"Off","public"
 1,"[6]",,0x20005F00,"Off","public"
  2,"xBuffer",-305,0x20005F00,"Off","public"
  2,"yBuffer",-598,0x20005F02,"Off","public"
  2,"zBuffer",924,0x20005F04,"Off","public"
 1,"[7]",,0x20005F06,"Off","public"
  2,"xBuffer",-268,0x20005F06,"Off","public"
  2,"yBuffer",-204,0x20005F08,"Off","public"
  2,"zBuffer",1016,0x20005F0A,"Off","public"
 1,"[8]",,0x20005F0C,"Off","public"
  2,"xBuffer",425,0x20005F0C,"Off","public"
  2,"yBuffer",890,0x20005F0E,"Off","public"
  2,"zBuffer",1983,0x20005F10,"Off","public"
 1,"[9]",,0x20005F12,"Off","public"
  2,"xBuffer",1579,0x20005F12,"Off","public"
  2,"yBuffer",-300,0x20005F14,"Off","public"
  2,"zBuffer",5883,0x20005F16,"Off","public"
 1,"[10]",,0x20005F18,"Off","public"
  2,"xBuffer",696,0x20005F18,"Off","public"
  2,"yBuffer",-2090,0x20005F1A,"Off","public"
  2,"zBuffer",3145,0x20005F1C,"Off","public"
 1,"[11]",,0x20005F1E,"Off","public"
  2,"xBuffer",-3746,0x20005F1E,"Off","public"
  2,"yBuffer",761,0x20005F20,"Off","public"
  2,"zBuffer",2412,0x20005F22,"Off","public"
 1,"[12]",,0x20005F24,"Off","public"
  2,"xBuffer",2073,0x20005F24,"Off","public"
  2,"yBuffer",-2218,0x20005F26,"Off","public"
  2,"zBuffer",5635,0x20005F28,"Off","public"
 1,"[13]",,0x20005F2A,"Off","public"
  2,"xBuffer",-476,0x20005F2A,"Off","public"
  2,"yBuffer",1188,0x20005F2C,"Off","public"
  2,"zBuffer",-10556,0x20005F2E,"Off","public"
 1,"[14]",,0x20005F30,"Off","public"
  2,"xBuffer",5690,0x20005F30,"Off","public"
  2,"yBuffer",-1078,0x20005F32,"Off","public"
  2,"zBuffer",-11402,0x20005F34,"Off","public"
 1,"[15]",,0x20005F36,"Off","public"
  2,"xBuffer",-1507,0x20005F36,"Off","public"
  2,"yBuffer",1106,0x20005F38,"Off","public"
  2,"zBuffer",-4711,0x20005F3A,"Off","public"
 1,"[16]",,0x20005F3C,"Off","public"
  2,"xBuffer",2927,0x20005F3C,"Off","public"
  2,"yBuffer",-2985,0x20005F3E,"Off","public"
  2,"zBuffer",-10304,0x20005F40,"Off","public"
 1,"[17]",,0x20005F42,"Off","public"
  2,"xBuffer",257,0x20005F42,"Off","public"
  2,"yBuffer",790,0x20005F44,"Off","public"
  2,"zBuffer",-4300,0x20005F46,"Off","public"
 1,"[18]",,0x20005F48,"Off","public"
  2,"xBuffer",-3912,0x20005F48,"Off","public"
  2,"yBuffer",-1639,0x20005F4A,"Off","public"
  2,"zBuffer",-1041,0x20005F4C,"Off","public"
 1,"[19]",,0x20005F4E,"Off","public"
  2,"xBuffer",4596,0x20005F4E,"Off","public"
  2,"yBuffer",-631,0x20005F50,"Off","public"
  2,"zBuffer",-5898,0x20005F52,"Off","public"
 1,"[20]",,0x20005F54,"Off","public"
  2,"xBuffer",170,0x20005F54,"Off","public"
  2,"yBuffer",492,0x20005F56,"Off","public"
  2,"zBuffer",7033,0x20005F58,"Off","public"
 1,"[21]",,0x20005F5A,"Off","public"
  2,"xBuffer",-375,0x20005F5A,"Off","public"
  2,"yBuffer",-1254,0x20005F5C,"Off","public"
  2,"zBuffer",2769,0x20005F5E,"Off","public"
 1,"[22]",,0x20005F60,"Off","public"
  2,"xBuffer",-2100,0x20005F60,"Off","public"
  2,"yBuffer",-247,0x20005F62,"Off","public"
  2,"zBuffer",9346,0x20005F64,"Off","public"
 1,"[23]",,0x20005F66,"Off","public"
  2,"xBuffer",-1561,0x20005F66,"Off","public"
  2,"yBuffer",344,0x20005F68,"Off","public"
  2,"zBuffer",1202,0x20005F6A,"Off","public"
 1,"[24]",,0x20005F6C,"Off","public"
  2,"xBuffer",1017,0x20005F6C,"Off","public"
  2,"yBuffer",-1557,0x20005F6E,"Off","public"
  2,"zBuffer",3514,0x20005F70,"Off","public"
 1,"[25]",,0x20005F72,"Off","public"
  2,"xBuffer",-1870,0x20005F72,"Off","public"
  2,"yBuffer",240,0x20005F74,"Off","public"
  2,"zBuffer",3095,0x20005F76,"Off","public"
 1,"[26]",,0x20005F78,"Off","public"
  2,"xBuffer",-716,0x20005F78,"Off","public"
  2,"yBuffer",-303,0x20005F7A,"Off","public"
  2,"zBuffer",-1267,0x20005F7C,"Off","public"
 1,"[27]",,0x20005F7E,"Off","public"
  2,"xBuffer",-2994,0x20005F7E,"Off","public"
  2,"yBuffer",753,0x20005F80,"Off","public"
  2,"zBuffer",2264,0x20005F82,"Off","public"
 1,"[28]",,0x20005F84,"Off","public"
  2,"xBuffer",1319,0x20005F84,"Off","public"
  2,"yBuffer",307,0x20005F86,"Off","public"
  2,"zBuffer",-3704,0x20005F88,"Off","public"
 1,"[29]",,0x20005F8A,"Off","public"
  2,"xBuffer",-4056,0x20005F8A,"Off","public"
  2,"yBuffer",1810,0x20005F8C,"Off","public"
  2,"zBuffer",-2859,0x20005F8E,"Off","public"
 1,"[30]",,0x20005F90,"Off","public"
  2,"xBuffer",2991,0x20005F90,"Off","public"
  2,"yBuffer",146,0x20005F92,"Off","public"
  2,"zBuffer",-1484,0x20005F94,"Off","public"
 1,"[31]",,0x20005F96,"Off","public"
  2,"xBuffer",-1621,0x20005F96,"Off","public"
  2,"yBuffer",558,0x20005F98,"Off","public"
  2,"zBuffer",-2461,0x20005F9A,"Off","public"
 1,"[32]",,0x20005F9C,"Off","public"
  2,"xBuffer",-906,0x20005F9C,"Off","public"
  2,"yBuffer",1023,0x20005F9E,"Off","public"
  2,"zBuffer",-1462,0x20005FA0,"Off","public"
 1,"[33]",,0x20005FA2,"Off","public"
  2,"xBuffer",948,0x20005FA2,"Off","public"
  2,"yBuffer",-222,0x20005FA4,"Off","public"
  2,"zBuffer",-191,0x20005FA6,"Off","public"
 1,"[34]",,0x20005FA8,"Off","public"
  2,"xBuffer",-131,0x20005FA8,"Off","public"
  2,"yBuffer",728,0x20005FAA,"Off","public"
  2,"zBuffer",-2098,0x20005FAC,"Off","public"
 1,"[35]",,0x20005FAE,"Off","public"
  2,"xBuffer",1957,0x20005FAE,"Off","public"
  2,"yBuffer",-451,0x20005FB0,"Off","public"
  2,"zBuffer",-2809,0x20005FB2,"Off","public"
 1,"[36]",,0x20005FB4,"Off","public"
  2,"xBuffer",-464,0x20005FB4,"Off","public"
  2,"yBuffer",564,0x20005FB6,"Off","public"
  2,"zBuffer",-303,0x20005FB8,"Off","public"
 1,"[37]",,0x20005FBA,"Off","public"
  2,"xBuffer",-456,0x20005FBA,"Off","public"
  2,"yBuffer",331,0x20005FBC,"Off","public"
  2,"zBuffer",-297,0x20005FBE,"Off","public"
 1,"[38]",,0x20005FC0,"Off","public"
  2,"xBuffer",1147,0x20005FC0,"Off","public"
  2,"yBuffer",-349,0x20005FC2,"Off","public"
  2,"zBuffer",1904,0x20005FC4,"Off","public"
 1,"[39]",,0x20005FC6,"Off","public"
  2,"xBuffer",-784,0x20005FC6,"Off","public"
  2,"yBuffer",-608,0x20005FC8,"Off","public"
  2,"zBuffer",-341,0x20005FCA,"Off","public"
 1,"[40]",,0x20005FCC,"Off","public"
  2,"xBuffer",1381,0x20005FCC,"Off","public"
  2,"yBuffer",1,0x20005FCE,"Off","public"
  2,"zBuffer",415,0x20005FD0,"Off","public"
 1,"[41]",,0x20005FD2,"Off","public"
  2,"xBuffer",99,0x20005FD2,"Off","public"
  2,"yBuffer",1,0x20005FD4,"Off","public"
  2,"zBuffer",1719,0x20005FD6,"Off","public"
 1,"[42]",,0x20005FD8,"Off","public"
  2,"xBuffer",129,0x20005FD8,"Off","public"
  2,"yBuffer",-429,0x20005FDA,"Off","public"
  2,"zBuffer",1692,0x20005FDC,"Off","public"
 1,"[43]",,0x20005FDE,"Off","public"
  2,"xBuffer",1252,0x20005FDE,"Off","public"
