Level,Expression,Value,Location,Refresh,Access
0,"extractionBuffer",,0x20005EDC,"Off","private"
 1,"[0]",,0x20005EDC,"Off","public"
  2,"xBuffer",16,0x20005EDC,"Off","public"
  2,"yBuffer",31,0x20005EDE,"Off","public"
  2,"zBuffer",34,0x20005EE0,"Off","public"
 1,"[1]",,0x20005EE2,"Off","public"
  2,"xBuffer",41,0x20005EE2,"Off","public"
  2,"yBuffer",-16,0x20005EE4,"Off","public"
  2,"zBuffer",28,0x20005EE6,"Off","public"
 1,"[2]",,0x20005EE8,"Off","public"
  2,"xBuffer",101,0x20005EE8,"Off","public"
  2,"yBuffer",1,0x20005EEA,"Off","public"
  2,"zBuffer",-30,0x20005EEC,"Off","public"
 1,"[3]",,0x20005EEE,"Off","public"
  2,"xBuffer",58,0x20005EEE,"Off","public"
  2,"yBuffer",21,0x20005EF0,"Off","public"
  2,"zBuffer",48,0x20005EF2,"Off","public"
 1,"[4]",,0x20005EF4,"Off","public"
  2,"xBuffer",25,0x20005EF4,"Off","public"
  2,"yBuffer",9,0x20005EF6,"Off","public"
  2,"zBuffer",98,0x20005EF8,"Off","public"
 1,"[5]",,0x20005EFA,"Off","public"
  2,"xBuffer",46,0x20005EFA,"Off","public"
  2,"yBuffer",11,0x20005EFC,"Off","public"
  2,"zBuffer",-23,0x20005EFE,"Off","public"
 1,"[6]",,0x20005F00,"Off","public"
  2,"xBuffer",77,0x20005F00,"Off","public"
  2,"yBuffer",6,0x20005F02,"Off","public"
  2,"zBuffer",75,0x20005F04,"Off","public"
 1,"[7]",,0x20005F06,"Off","public"
  2,"xBuffer",56,0x20005F06,"Off","public"
  2,"yBuffer",3,0x20005F08,"Off","public"
  2,"zBuffer",31,0x20005F0A,"Off","public"
 1,"[8]",,0x20005F0C,"Off","public"
  2,"xBuffer",71,0x20005F0C,"Off","public"
  2,"yBuffer",22,0x20005F0E,"Off","public"
  2,"zBuffer",59,0x20005F10,"Off","public"
 1,"[9]",,0x20005F12,"Off","public"
  2,"xBuffer",7774,0x20005F12,"Off","public"
  2,"yBuffer",9307,0x20005F14,"Off","public"
  2,"zBuffer",-26214,0x20005F16,"Off","public"
 1,"[10]",,0x20005F18,"Off","public"
  2,"xBuffer",-15699,0x20005F18,"Off","public"
  2,"yBuffer",-1719,0x20005F1A,"Off","public"
  2,"zBuffer",-31219,0x20005F1C,"Off","public"
 1,"[11]",,0x20005F1E,"Off","public"
  2,"xBuffer",-13855,0x20005F1E,"Off","public"
  2,"yBuffer",16430,0x20005F20,"Off","public"
  2,"zBuffer",-30730,0x20005F22,"Off","public"
 1,"[12]",,0x20005F24,"Off","public"
  2,"xBuffer",11812,0x20005F24,"Off","public"
  2,"yBuffer",-12716,0x20005F26,"Off","public"
  2,"zBuffer",358,0x20005F28,"Off","public"
 1,"[13]",,0x20005F2A,"Off","public"
  2,"xBuffer",16216,0x20005F2A,"Off","public"
  2,"yBuffer",-6077,0x20005F2C,"Off","public"
  2,"zBuffer",-7368,0x20005F2E,"Off","public"
 1,"[14]",,0x20005F30,"Off","public"
  2,"xBuffer",799,0x20005F30,"Off","public"
  2,"yBuffer",-4629,0x20005F32,"Off","public"
  2,"zBuffer",-14773,0x20005F34,"Off","public"
 1,"[15]",,0x20005F36,"Off","public"
  2,"xBuffer",2066,0x20005F36,"Off","public"
  2,"yBuffer",-8440,0x20005F38,"Off","public"
  2,"zBuffer",-10893,0x20005F3A,"Off","public"
 1,"[16]",,0x20005F3C,"Off","public"
  2,"xBuffer",-10545,0x20005F3C,"Off","public"
  2,"yBuffer",-7858,0x20005F3E,"Off","public"
  2,"zBuffer",9472,0x20005F40,"Off","public"
 1,"[17]",,0x20005F42,"Off","public"
  2,"xBuffer",5319,0x20005F42,"Off","public"
  2,"yBuffer",-12790,0x20005F44,"Off","public"
  2,"zBuffer",31439,0x20005F46,"Off","public"
 1,"[18]",,0x20005F48,"Off","public"
  2,"xBuffer",-15326,0x20005F48,"Off","public"
  2,"yBuffer",-4619,0x20005F4A,"Off","public"
  2,"zBuffer",8106,0x20005F4C,"Off","public"
 1,"[19]",,0x20005F4E,"Off","public"
  2,"xBuffer",-15338,0x20005F4E,"Off","public"
  2,"yBuffer",2005,0x20005F50,"Off","public"
  2,"zBuffer",-4696,0x20005F52,"Off","public"
 1,"[20]",,0x20005F54,"Off","public"
  2,"xBuffer",-15116,0x20005F54,"Off","public"
  2,"yBuffer",1961,0x20005F56,"Off","public"
  2,"zBuffer",-4622,0x20005F58,"Off","public"
 1,"[21]",,0x20005F5A,"Off","public"
  2,"xBuffer",10302,0x20005F5A,"Off","public"
  2,"yBuffer",-114,0x20005F5C,"Off","public"
  2,"zBuffer",-12379,0x20005F5E,"Off","public"
 1,"[22]",,0x20005F60,"Off","public"
  2,"xBuffer",15937,0x20005F60,"Off","public"
  2,"yBuffer",3651,0x20005F62,"Off","public"
  2,"zBuffer",2934,0x20005F64,"Off","public"
 1,"[23]",,0x20005F66,"Off","public"
  2,"xBuffer",2791,0x20005F66,"Off","public"
  2,"yBuffer",-936,0x20005F68,"Off","public"
  2,"zBuffer",9647,0x20005F6A,"Off","public"
 1,"[24]",,0x20005F6C,"Off","public"
  2,"xBuffer",-12876,0x20005F6C,"Off","public"
  2,"yBuffer",-920,0x20005F6E,"Off","public"
  2,"zBuffer",23608,0x20005F70,"Off","public"
 1,"[25]",,0x20005F72,"Off","public"
  2,"xBuffer",-12849,0x20005F72,"Off","public"
  2,"yBuffer",7176,0x20005F74,"Off","public"
  2,"zBuffer",23358,0x20005F76,"Off","public"
 1,"[26]",,0x20005F78,"Off","public"
  2,"xBuffer",-8997,0x20005F78,"Off","public"
  2,"yBuffer",-2102,0x20005F7A,"Off","public"
  2,"zBuffer",9025,0x20005F7C,"Off","public"
 1,"[27]",,0x20005F7E,"Off","public"
  2,"xBuffer",7004,0x20005F7E,"Off","public"
  2,"yBuffer",6212,0x20005F80,"Off","public"
  2,"zBuffer",8464,0x20005F82,"Off","public"
 1,"[28]",,0x20005F84,"Off","public"
  2,"xBuffer",-950,0x20005F84,"Off","public"
  2,"yBuffer",-263,0x20005F86,"Off","public"
  2,"zBuffer",-505,0x20005F88,"Off","public"
 1,"[29]",,0x20005F8A,"Off","public"
  2,"xBuffer",8441,0x20005F8A,"Off","public"
  2,"yBuffer",3248,0x20005F8C,"Off","public"
  2,"zBuffer",2073,0x20005F8E,"Off","public"
 1,"[30]",,0x20005F90,"Off","public"
  2,"xBuffer",4561,0x20005F90,"Off","public"
  2,"yBuffer",-4037,0x20005F92,"Off","public"
  2,"zBuffer",1409,0x20005F94,"Off","public"
 1,"[31]",,0x20005F96,"Off","public"
  2,"xBuffer",-96,0x20005F96,"Off","public"
  2,"yBuffer",1980,0x20005F98,"Off","public"
  2,"zBuffer",-1297,0x20005F9A,"Off","public"
 1,"[32]",,0x20005F9C,"Off","public"
  2,"xBuffer",4832,0x20005F9C,"Off","public"
  2,"yBuffer",485,0x20005F9E,"Off","public"
  2,"zBuffer",4592,0x20005FA0,"Off","public"
 1,"[33]",,0x20005FA2,"Off","public"
  2,"xBuffer",2241,0x20005FA2,"Off","public"
  2,"yBuffer",-1579,0x20005FA4,"Off","public"
  2,"zBuffer",4151,0x20005FA6,"Off","public"
 1,"[34]",,0x20005FA8,"Off","public"
  2,"xBuffer",6964,0x20005FA8,"Off","public"
  2,"yBuffer",1328,0x20005FAA,"Off","public"
  2,"zBuffer",-1732,0x20005FAC,"Off","public"
 1,"[35]",,0x20005FAE,"Off","public"
  2,"xBuffer",8376,0x20005FAE,"Off","public"
  2,"yBuffer",2962,0x20005FB0,"Off","public"
  2,"zBuffer",688,0x20005FB2,"Off","public"
 1,"[36]",,0x20005FB4,"Off","public"
  2,"xBuffer",6308,0x20005FB4,"Off","public"
  2,"yBuffer",839,0x20005FB6,"Off","public"
  2,"zBuffer",2864,0x20005FB8,"Off","public"
 1,"[37]",,0x20005FBA,"Off","public"
  2,"xBuffer",2443,0x20005FBA,"Off","public"
  2,"yBuffer",1981,0x20005FBC,"Off","public"
  2,"zBuffer",7553,0x20005FBE,"Off","public"
 1,"[38]",,0x20005FC0,"Off","public"
  2,"xBuffer",2041,0x20005FC0,"Off","public"
  2,"yBuffer",559,0x20005FC2,"Off","public"
  2,"zBuffer",10671,0x20005FC4,"Off","public"
 1,"[39]",,0x20005FC6,"Off","public"
  2,"xBuffer",2615,0x20005FC6,"Off","public"
  2,"yBuffer",1130,0x20005FC8,"Off","public"
  2,"zBuffer",9976,0x20005FCA,"Off","public"
 1,"[40]",,0x20005FCC,"Off","public"
  2,"xBuffer",4828,0x20005FCC,"Off","public"
  2,"yBuffer",572,0x20005FCE,"Off","public"
  2,"zBuffer",6017,0x20005FD0,"Off","public"
 1,"[41]",,0x20005FD2,"Off","public"
  2,"xBuffer",3770,0x20005FD2,"Off","public"
  2,"yBuffer",-21,0x20005FD4,"Off","public"
  2,"zBuffer",9756,0x20005FD6,"Off","public"
 1,"[42]",,0x20005FD8,"Off","public"
  2,"xBuffer",1563,0x20005FD8,"Off","public"
  2,"yBuffer",166,0x20005FDA,"Off","public"
  2,"zBuffer",10757,0x20005FDC,"Off","public"
 1,"[43]",,0x20005FDE,"Off","public"
  2,"xBuffer",2365,0x20005FDE,"Off","public"
