Level,Expression,Value,Location,Refresh,Access
0,"extractionBuffer",,0x20005EDC,"Off","private"
 1,"[0]",,0x20005EDC,"Off","public"
  2,"xBuffer",-186,0x20005EDC,"Off","public"
  2,"yBuffer",15,0x20005EDE,"Off","public"
  2,"zBuffer",-15,0x20005EE0,"Off","public"
 1,"[1]",,0x20005EE2,"Off","public"
  2,"xBuffer",-32,0x20005EE2,"Off","public"
  2,"yBuffer",32,0x20005EE4,"Off","public"
  2,"zBuffer",60,0x20005EE6,"Off","public"
 1,"[2]",,0x20005EE8,"Off","public"
  2,"xBuffer",-27,0x20005EE8,"Off","public"
  2,"yBuffer",12,0x20005EEA,"Off","public"
  2,"zBuffer",64,0x20005EEC,"Off","public"
 1,"[3]",,0x20005EEE,"Off","public"
  2,"xBuffer",48,0x20005EEE,"Off","public"
  2,"yBuffer",-77,0x20005EF0,"Off","public"
  2,"zBuffer",95,0x20005EF2,"Off","public"
 1,"[4]",,0x20005EF4,"Off","public"
  2,"xBuffer",2,0x20005EF4,"Off","public"
  2,"yBuffer",51,0x20005EF6,"Off","public"
  2,"zBuffer",-8,0x20005EF8,"Off","public"
 1,"[5]",,0x20005EFA,"Off","public"
  2,"xBuffer",97,0x20005EFA,"Off","public"
  2,"yBuffer",-48,0x20005EFC,"Off","public"
  2,"zBuffer",8,0x20005EFE,"Off","public"
 1,"[6]",,0x20005F00,"Off","public"
  2,"xBuffer",43,0x20005F00,"Off","public"
  2,"yBuffer",12,0x20005F02,"Off","public"
  2,"zBuffer",39,0x20005F04,"Off","public"
 1,"[7]",,0x20005F06,"Off","public"
  2,"xBuffer",-31,0x20005F06,"Off","public"
  2,"yBuffer",67,0x20005F08,"Off","public"
  2,"zBuffer",-43,0x20005F0A,"Off","public"
 1,"[8]",,0x20005F0C,"Off","public"
  2,"xBuffer",45,0x20005F0C,"Off","public"
  2,"yBuffer",5,0x20005F0E,"Off","public"
  2,"zBuffer",-7,0x20005F10,"Off","public"
 1,"[9]",,0x20005F12,"Off","public"
  2,"xBuffer",-3757,0x20005F12,"Off","public"
  2,"yBuffer",-1866,0x20005F14,"Off","public"
  2,"zBuffer",-3713,0x20005F16,"Off","public"
 1,"[10]",,0x20005F18,"Off","public"
  2,"xBuffer",827,0x20005F18,"Off","public"
  2,"yBuffer",7770,0x20005F1A,"Off","public"
  2,"zBuffer",2355,0x20005F1C,"Off","public"
 1,"[11]",,0x20005F1E,"Off","public"
  2,"xBuffer",-2201,0x20005F1E,"Off","public"
  2,"yBuffer",-15762,0x20005F20,"Off","public"
  2,"zBuffer",18523,0x20005F22,"Off","public"
 1,"[12]",,0x20005F24,"Off","public"
  2,"xBuffer",-10182,0x20005F24,"Off","public"
  2,"yBuffer",17753,0x20005F26,"Off","public"
  2,"zBuffer",30803,0x20005F28,"Off","public"
 1,"[13]",,0x20005F2A,"Off","public"
  2,"xBuffer",11777,0x20005F2A,"Off","public"
  2,"yBuffer",28040,0x20005F2C,"Off","public"
  2,"zBuffer",-4964,0x20005F2E,"Off","public"
 1,"[14]",,0x20005F30,"Off","public"
  2,"xBuffer",30127,0x20005F30,"Off","public"
  2,"yBuffer",-3258,0x20005F32,"Off","public"
  2,"zBuffer",1910,0x20005F34,"Off","public"
 1,"[15]",,0x20005F36,"Off","public"
  2,"xBuffer",30597,0x20005F36,"Off","public"
  2,"yBuffer",3503,0x20005F38,"Off","public"
  2,"zBuffer",5620,0x20005F3A,"Off","public"
 1,"[16]",,0x20005F3C,"Off","public"
  2,"xBuffer",-16475,0x20005F3C,"Off","public"
  2,"yBuffer",-1852,0x20005F3E,"Off","public"
  2,"zBuffer",31394,0x20005F40,"Off","public"
 1,"[17]",,0x20005F42,"Off","public"
  2,"xBuffer",-10749,0x20005F42,"Off","public"
  2,"yBuffer",-13132,0x20005F44,"Off","public"
  2,"zBuffer",-13261,0x20005F46,"Off","public"
 1,"[18]",,0x20005F48,"Off","public"
  2,"xBuffer",32245,0x20005F48,"Off","public"
  2,"yBuffer",12639,0x20005F4A,"Off","public"
  2,"zBuffer",27006,0x20005F4C,"Off","public"
 1,"[19]",,0x20005F4E,"Off","public"
  2,"xBuffer",24537,0x20005F4E,"Off","public"
  2,"yBuffer",10338,0x20005F50,"Off","public"
  2,"zBuffer",-24165,0x20005F52,"Off","public"
 1,"[20]",,0x20005F54,"Off","public"
  2,"xBuffer",23345,0x20005F54,"Off","public"
  2,"yBuffer",4212,0x20005F56,"Off","public"
  2,"zBuffer",31749,0x20005F58,"Off","public"
 1,"[21]",,0x20005F5A,"Off","public"
  2,"xBuffer",12614,0x20005F5A,"Off","public"
  2,"yBuffer",10593,0x20005F5C,"Off","public"
  2,"zBuffer",-10838,0x20005F5E,"Off","public"
 1,"[22]",,0x20005F60,"Off","public"
  2,"xBuffer",-16057,0x20005F60,"Off","public"
  2,"yBuffer",-4579,0x20005F62,"Off","public"
  2,"zBuffer",-27534,0x20005F64,"Off","public"
 1,"[23]",,0x20005F66,"Off","public"
  2,"xBuffer",-17244,0x20005F66,"Off","public"
  2,"yBuffer",-11221,0x20005F68,"Off","public"
  2,"zBuffer",-32637,0x20005F6A,"Off","public"
 1,"[24]",,0x20005F6C,"Off","public"
  2,"xBuffer",-10498,0x20005F6C,"Off","public"
  2,"yBuffer",-10370,0x20005F6E,"Off","public"
  2,"zBuffer",20284,0x20005F70,"Off","public"
 1,"[25]",,0x20005F72,"Off","public"
  2,"xBuffer",26063,0x20005F72,"Off","public"
  2,"yBuffer",2698,0x20005F74,"Off","public"
  2,"zBuffer",22492,0x20005F76,"Off","public"
 1,"[26]",,0x20005F78,"Off","public"
  2,"xBuffer",13746,0x20005F78,"Off","public"
  2,"yBuffer",-10721,0x20005F7A,"Off","public"
  2,"zBuffer",8621,0x20005F7C,"Off","public"
 1,"[27]",,0x20005F7E,"Off","public"
  2,"xBuffer",3296,0x20005F7E,"Off","public"
  2,"yBuffer",-5290,0x20005F80,"Off","public"
  2,"zBuffer",20071,0x20005F82,"Off","public"
 1,"[28]",,0x20005F84,"Off","public"
  2,"xBuffer",-14504,0x20005F84,"Off","public"
  2,"yBuffer",-1175,0x20005F86,"Off","public"
  2,"zBuffer",-26984,0x20005F88,"Off","public"
 1,"[29]",,0x20005F8A,"Off","public"
  2,"xBuffer",-17254,0x20005F8A,"Off","public"
  2,"yBuffer",-7228,0x20005F8C,"Off","public"
  2,"zBuffer",-23392,0x20005F8E,"Off","public"
 1,"[30]",,0x20005F90,"Off","public"
  2,"xBuffer",-14753,0x20005F90,"Off","public"
  2,"yBuffer",-11083,0x20005F92,"Off","public"
  2,"zBuffer",-6473,0x20005F94,"Off","public"
 1,"[31]",,0x20005F96,"Off","public"
  2,"xBuffer",-15977,0x20005F96,"Off","public"
  2,"yBuffer",-8051,0x20005F98,"Off","public"
  2,"zBuffer",-5807,0x20005F9A,"Off","public"
 1,"[32]",,0x20005F9C,"Off","public"
  2,"xBuffer",3425,0x20005F9C,"Off","public"
  2,"yBuffer",-9688,0x20005F9E,"Off","public"
  2,"zBuffer",-3801,0x20005FA0,"Off","public"
 1,"[33]",,0x20005FA2,"Off","public"
  2,"xBuffer",3488,0x20005FA2,"Off","public"
  2,"yBuffer",-9387,0x20005FA4,"Off","public"
  2,"zBuffer",-3741,0x20005FA6,"Off","public"
 1,"[34]",,0x20005FA8,"Off","public"
  2,"xBuffer",471,0x20005FA8,"Off","public"
  2,"yBuffer",-702,0x20005FAA,"Off","public"
  2,"zBuffer",1703,0x20005FAC,"Off","public"
 1,"[35]",,0x20005FAE,"Off","public"
  2,"xBuffer",-2926,0x20005FAE,"Off","public"
  2,"yBuffer",-10122,0x20005FB0,"Off","public"
  2,"zBuffer",-9055,0x20005FB2,"Off","public"
 1,"[36]",,0x20005FB4,"Off","public"
  2,"xBuffer",-13424,0x20005FB4,"Off","public"
  2,"yBuffer",-3374,0x20005FB6,"Off","public"
  2,"zBuffer",-28255,0x20005FB8,"Off","public"
 1,"[37]",,0x20005FBA,"Off","public"
  2,"xBuffer",-13213,0x20005FBA,"Off","public"
  2,"yBuffer",-3320,0x20005FBC,"Off","public"
  2,"zBuffer",-15969,0x20005FBE,"Off","public"
 1,"[38]",,0x20005FC0,"Off","public"
  2,"xBuffer",-9499,0x20005FC0,"Off","public"
  2,"yBuffer",-1769,0x20005FC2,"Off","public"
  2,"zBuffer",-15824,0x20005FC4,"Off","public"
 1,"[39]",,0x20005FC6,"Off","public"
  2,"xBuffer",-6997,0x20005FC6,"Off","public"
  2,"yBuffer",-6201,0x20005FC8,"Off","public"
  2,"zBuffer",-17258,0x20005FCA,"Off","public"
 1,"[40]",,0x20005FCC,"Off","public"
  2,"xBuffer",-494,0x20005FCC,"Off","public"
  2,"yBuffer",959,0x20005FCE,"Off","public"
  2,"zBuffer",-11905,0x20005FD0,"Off","public"
 1,"[41]",,0x20005FD2,"Off","public"
  2,"xBuffer",-2150,0x20005FD2,"Off","public"
  2,"yBuffer",-4374,0x20005FD4,"Off","public"
  2,"zBuffer",9979,0x20005FD6,"Off","public"
 1,"[42]",,0x20005FD8,"Off","public"
  2,"xBuffer",-1121,0x20005FD8,"Off","public"
  2,"yBuffer",1514,0x20005FDA,"Off","public"
  2,"zBuffer",-15335,0x20005FDC,"Off","public"
 1,"[43]",,0x20005FDE,"Off","public"
