Level,Expression,Value,Location,Refresh,Access
0,"extractionBuffer",,0x20005EDC,"Off","private"
 1,"[0]",,0x20005EDC,"Off","public"
  2,"xBuffer",44,0x20005EDC,"Off","public"
  2,"yBuffer",49,0x20005EDE,"Off","public"
  2,"zBuffer",0,0x20005EE0,"Off","public"
 1,"[1]",,0x20005EE2,"Off","public"
  2,"xBuffer",0,0x20005EE2,"Off","public"
  2,"yBuffer",-31,0x20005EE4,"Off","public"
  2,"zBuffer",20,0x20005EE6,"Off","public"
 1,"[2]",,0x20005EE8,"Off","public"
  2,"xBuffer",66,0x20005EE8,"Off","public"
  2,"yBuffer",1,0x20005EEA,"Off","public"
  2,"zBuffer",40,0x20005EEC,"Off","public"
 1,"[3]",,0x20005EEE,"Off","public"
  2,"xBuffer",8,0x20005EEE,"Off","public"
  2,"yBuffer",34,0x20005EF0,"Off","public"
  2,"zBuffer",44,0x20005EF2,"Off","public"
 1,"[4]",,0x20005EF4,"Off","public"
  2,"xBuffer",34,0x20005EF4,"Off","public"
  2,"yBuffer",28,0x20005EF6,"Off","public"
  2,"zBuffer",-78,0x20005EF8,"Off","public"
 1,"[5]",,0x20005EFA,"Off","public"
  2,"xBuffer",91,0x20005EFA,"Off","public"
  2,"yBuffer",44,0x20005EFC,"Off","public"
  2,"zBuffer",71,0x20005EFE,"Off","public"
 1,"[6]",,0x20005F00,"Off","public"
  2,"xBuffer",151,0x20005F00,"Off","public"
  2,"yBuffer",-80,0x20005F02,"Off","public"
  2,"zBuffer",54,0x20005F04,"Off","public"
 1,"[7]",,0x20005F06,"Off","public"
  2,"xBuffer",213,0x20005F06,"Off","public"
  2,"yBuffer",270,0x20005F08,"Off","public"
  2,"zBuffer",83,0x20005F0A,"Off","public"
 1,"[8]",,0x20005F0C,"Off","public"
  2,"xBuffer",-159,0x20005F0C,"Off","public"
  2,"yBuffer",715,0x20005F0E,"Off","public"
  2,"zBuffer",-318,0x20005F10,"Off","public"
 1,"[9]",,0x20005F12,"Off","public"
  2,"xBuffer",-3992,0x20005F12,"Off","public"
  2,"yBuffer",-3519,0x20005F14,"Off","public"
  2,"zBuffer",-1110,0x20005F16,"Off","public"
 1,"[10]",,0x20005F18,"Off","public"
  2,"xBuffer",3146,0x20005F18,"Off","public"
  2,"yBuffer",1761,0x20005F1A,"Off","public"
  2,"zBuffer",3746,0x20005F1C,"Off","public"
 1,"[11]",,0x20005F1E,"Off","public"
  2,"xBuffer",3356,0x20005F1E,"Off","public"
  2,"yBuffer",301,0x20005F20,"Off","public"
  2,"zBuffer",7629,0x20005F22,"Off","public"
 1,"[12]",,0x20005F24,"Off","public"
  2,"xBuffer",-7340,0x20005F24,"Off","public"
  2,"yBuffer",-3558,0x20005F26,"Off","public"
  2,"zBuffer",576,0x20005F28,"Off","public"
 1,"[13]",,0x20005F2A,"Off","public"
  2,"xBuffer",2812,0x20005F2A,"Off","public"
  2,"yBuffer",2841,0x20005F2C,"Off","public"
  2,"zBuffer",-1272,0x20005F2E,"Off","public"
 1,"[14]",,0x20005F30,"Off","public"
  2,"xBuffer",-131,0x20005F30,"Off","public"
  2,"yBuffer",-1770,0x20005F32,"Off","public"
  2,"zBuffer",1863,0x20005F34,"Off","public"
 1,"[15]",,0x20005F36,"Off","public"
  2,"xBuffer",-7614,0x20005F36,"Off","public"
  2,"yBuffer",-333,0x20005F38,"Off","public"
  2,"zBuffer",-1862,0x20005F3A,"Off","public"
 1,"[16]",,0x20005F3C,"Off","public"
  2,"xBuffer",157,0x20005F3C,"Off","public"
  2,"yBuffer",-2047,0x20005F3E,"Off","public"
  2,"zBuffer",-939,0x20005F40,"Off","public"
 1,"[17]",,0x20005F42,"Off","public"
  2,"xBuffer",3334,0x20005F42,"Off","public"
  2,"yBuffer",-4835,0x20005F44,"Off","public"
  2,"zBuffer",2658,0x20005F46,"Off","public"
 1,"[18]",,0x20005F48,"Off","public"
  2,"xBuffer",-3047,0x20005F48,"Off","public"
  2,"yBuffer",-287,0x20005F4A,"Off","public"
  2,"zBuffer",2320,0x20005F4C,"Off","public"
 1,"[19]",,0x20005F4E,"Off","public"
  2,"xBuffer",787,0x20005F4E,"Off","public"
  2,"yBuffer",-3047,0x20005F50,"Off","public"
  2,"zBuffer",336,0x20005F52,"Off","public"
 1,"[20]",,0x20005F54,"Off","public"
  2,"xBuffer",-1706,0x20005F54,"Off","public"
  2,"yBuffer",-430,0x20005F56,"Off","public"
  2,"zBuffer",-1315,0x20005F58,"Off","public"
 1,"[21]",,0x20005F5A,"Off","public"
  2,"xBuffer",-3839,0x20005F5A,"Off","public"
  2,"yBuffer",-4178,0x20005F5C,"Off","public"
  2,"zBuffer",1963,0x20005F5E,"Off","public"
 1,"[22]",,0x20005F60,"Off","public"
  2,"xBuffer",941,0x20005F60,"Off","public"
  2,"yBuffer",502,0x20005F62,"Off","public"
  2,"zBuffer",2472,0x20005F64,"Off","public"
 1,"[23]",,0x20005F66,"Off","public"
  2,"xBuffer",2370,0x20005F66,"Off","public"
  2,"yBuffer",-1464,0x20005F68,"Off","public"
  2,"zBuffer",-1597,0x20005F6A,"Off","public"
 1,"[24]",,0x20005F6C,"Off","public"
  2,"xBuffer",342,0x20005F6C,"Off","public"
  2,"yBuffer",-2246,0x20005F6E,"Off","public"
  2,"zBuffer",-2602,0x20005F70,"Off","public"
 1,"[25]",,0x20005F72,"Off","public"
  2,"xBuffer",-710,0x20005F72,"Off","public"
  2,"yBuffer",-698,0x20005F74,"Off","public"
  2,"zBuffer",438,0x20005F76,"Off","public"
 1,"[26]",,0x20005F78,"Off","public"
  2,"xBuffer",-698,0x20005F78,"Off","public"
  2,"yBuffer",-758,0x20005F7A,"Off","public"
  2,"zBuffer",431,0x20005F7C,"Off","public"
 1,"[27]",,0x20005F7E,"Off","public"
  2,"xBuffer",1650,0x20005F7E,"Off","public"
  2,"yBuffer",-398,0x20005F80,"Off","public"
  2,"zBuffer",4858,0x20005F82,"Off","public"
 1,"[28]",,0x20005F84,"Off","public"
  2,"xBuffer",-293,0x20005F84,"Off","public"
  2,"yBuffer",-1534,0x20005F86,"Off","public"
  2,"zBuffer",286,0x20005F88,"Off","public"
 1,"[29]",,0x20005F8A,"Off","public"
  2,"xBuffer",587,0x20005F8A,"Off","public"
  2,"yBuffer",3129,0x20005F8C,"Off","public"
  2,"zBuffer",973,0x20005F8E,"Off","public"
 1,"[30]",,0x20005F90,"Off","public"
  2,"xBuffer",-933,0x20005F90,"Off","public"
  2,"yBuffer",3080,0x20005F92,"Off","public"
  2,"zBuffer",-3099,0x20005F94,"Off","public"
 1,"[31]",,0x20005F96,"Off","public"
  2,"xBuffer",-850,0x20005F96,"Off","public"
  2,"yBuffer",-3763,0x20005F98,"Off","public"
  2,"zBuffer",-3050,0x20005F9A,"Off","public"
 1,"[32]",,0x20005F9C,"Off","public"
  2,"xBuffer",2450,0x20005F9C,"Off","public"
  2,"yBuffer",2574,0x20005F9E,"Off","public"
  2,"zBuffer",-3319,0x20005FA0,"Off","public"
 1,"[33]",,0x20005FA2,"Off","public"
  2,"xBuffer",1437,0x20005FA2,"Off","public"
  2,"yBuffer",-1500,0x20005FA4,"Off","public"
  2,"zBuffer",-3308,0x20005FA6,"Off","public"
 1,"[34]",,0x20005FA8,"Off","public"
  2,"xBuffer",-2467,0x20005FA8,"Off","public"
  2,"yBuffer",1439,0x20005FAA,"Off","public"
  2,"zBuffer",653,0x20005FAC,"Off","public"
 1,"[35]",,0x20005FAE,"Off","public"
  2,"xBuffer",-2427,0x20005FAE,"Off","public"
  2,"yBuffer",1417,0x20005FB0,"Off","public"
  2,"zBuffer",-364,0x20005FB2,"Off","public"
 1,"[36]",,0x20005FB4,"Off","public"
  2,"xBuffer",2356,0x20005FB4,"Off","public"
  2,"yBuffer",-1330,0x20005FB6,"Off","public"
  2,"zBuffer",-463,0x20005FB8,"Off","public"
 1,"[37]",,0x20005FBA,"Off","public"
  2,"xBuffer",2781,0x20005FBA,"Off","public"
  2,"yBuffer",3088,0x20005FBC,"Off","public"
  2,"zBuffer",637,0x20005FBE,"Off","public"
 1,"[38]",,0x20005FC0,"Off","public"
  2,"xBuffer",-701,0x20005FC0,"Off","public"
  2,"yBuffer",-994,0x20005FC2,"Off","public"
  2,"zBuffer",-753,0x20005FC4,"Off","public"
 1,"[39]",,0x20005FC6,"Off","public"
  2,"xBuffer",-888,0x20005FC6,"Off","public"
  2,"yBuffer",2872,0x20005FC8,"Off","public"
  2,"zBuffer",-428,0x20005FCA,"Off","public"
 1,"[40]",,0x20005FCC,"Off","public"
  2,"xBuffer",3541,0x20005FCC,"Off","public"
  2,"yBuffer",758,0x20005FCE,"Off","public"
  2,"zBuffer",1210,0x20005FD0,"Off","public"
 1,"[41]",,0x20005FD2,"Off","public"
  2,"xBuffer",-1508,0x20005FD2,"Off","public"
  2,"yBuffer",-235,0x20005FD4,"Off","public"
  2,"zBuffer",-1500,0x20005FD6,"Off","public"
 1,"[42]",,0x20005FD8,"Off","public"
  2,"xBuffer",-181,0x20005FD8,"Off","public"
  2,"yBuffer",2216,0x20005FDA,"Off","public"
  2,"zBuffer",79,0x20005FDC,"Off","public"
 1,"[43]",,0x20005FDE,"Off","public"
  2,"xBuffer",1514,0x20005FDE,"Off","public"
