Level,Expression,Value,Location,Refresh,Access
0,"extractionBuffer",,0x20005EDC,"Off","private"
 1,"[0]",,0x20005EDC,"Off","public"
  2,"xBuffer",33,0x20005EDC,"Off","public"
  2,"yBuffer",-36,0x20005EDE,"Off","public"
  2,"zBuffer",95,0x20005EE0,"Off","public"
 1,"[1]",,0x20005EE2,"Off","public"
  2,"xBuffer",-48,0x20005EE2,"Off","public"
  2,"yBuffer",14,0x20005EE4,"Off","public"
  2,"zBuffer",-29,0x20005EE6,"Off","public"
 1,"[2]",,0x20005EE8,"Off","public"
  2,"xBuffer",-81,0x20005EE8,"Off","public"
  2,"yBuffer",79,0x20005EEA,"Off","public"
  2,"zBuffer",0,0x20005EEC,"Off","public"
 1,"[3]",,0x20005EEE,"Off","public"
  2,"xBuffer",900,0x20005EEE,"Off","public"
  2,"yBuffer",460,0x20005EF0,"Off","public"
  2,"zBuffer",26,0x20005EF2,"Off","public"
 1,"[4]",,0x20005EF4,"Off","public"
  2,"xBuffer",347,0x20005EF4,"Off","public"
  2,"yBuffer",-45,0x20005EF6,"Off","public"
  2,"zBuffer",-138,0x20005EF8,"Off","public"
 1,"[5]",,0x20005EFA,"Off","public"
  2,"xBuffer",-681,0x20005EFA,"Off","public"
  2,"yBuffer",-523,0x20005EFC,"Off","public"
  2,"zBuffer",335,0x20005EFE,"Off","public"
 1,"[6]",,0x20005F00,"Off","public"
  2,"xBuffer",-350,0x20005F00,"Off","public"
  2,"yBuffer",-485,0x20005F02,"Off","public"
  2,"zBuffer",609,0x20005F04,"Off","public"
 1,"[7]",,0x20005F06,"Off","public"
  2,"xBuffer",548,0x20005F06,"Off","public"
  2,"yBuffer",-503,0x20005F08,"Off","public"
  2,"zBuffer",-439,0x20005F0A,"Off","public"
 1,"[8]",,0x20005F0C,"Off","public"
  2,"xBuffer",536,0x20005F0C,"Off","public"
  2,"yBuffer",-773,0x20005F0E,"Off","public"
  2,"zBuffer",-1410,0x20005F10,"Off","public"
 1,"[9]",,0x20005F12,"Off","public"
  2,"xBuffer",-6366,0x20005F12,"Off","public"
  2,"yBuffer",-4468,0x20005F14,"Off","public"
  2,"zBuffer",-1564,0x20005F16,"Off","public"
 1,"[10]",,0x20005F18,"Off","public"
  2,"xBuffer",572,0x20005F18,"Off","public"
  2,"yBuffer",3687,0x20005F1A,"Off","public"
  2,"zBuffer",1190,0x20005F1C,"Off","public"
 1,"[11]",,0x20005F1E,"Off","public"
  2,"xBuffer",9476,0x20005F1E,"Off","public"
  2,"yBuffer",-4711,0x20005F20,"Off","public"
  2,"zBuffer",-2244,0x20005F22,"Off","public"
 1,"[12]",,0x20005F24,"Off","public"
  2,"xBuffer",-3332,0x20005F24,"Off","public"
  2,"yBuffer",-2071,0x20005F26,"Off","public"
  2,"zBuffer",4432,0x20005F28,"Off","public"
 1,"[13]",,0x20005F2A,"Off","public"
  2,"xBuffer",-6602,0x20005F2A,"Off","public"
  2,"yBuffer",-4452,0x20005F2C,"Off","public"
  2,"zBuffer",2540,0x20005F2E,"Off","public"
 1,"[14]",,0x20005F30,"Off","public"
  2,"xBuffer",-280,0x20005F30,"Off","public"
  2,"yBuffer",-2553,0x20005F32,"Off","public"
  2,"zBuffer",-705,0x20005F34,"Off","public"
 1,"[15]",,0x20005F36,"Off","public"
  2,"xBuffer",8769,0x20005F36,"Off","public"
  2,"yBuffer",1270,0x20005F38,"Off","public"
  2,"zBuffer",-5146,0x20005F3A,"Off","public"
 1,"[16]",,0x20005F3C,"Off","public"
  2,"xBuffer",2348,0x20005F3C,"Off","public"
  2,"yBuffer",-2359,0x20005F3E,"Off","public"
  2,"zBuffer",-126,0x20005F40,"Off","public"
 1,"[17]",,0x20005F42,"Off","public"
  2,"xBuffer",-948,0x20005F42,"Off","public"
  2,"yBuffer",-3840,0x20005F44,"Off","public"
  2,"zBuffer",1762,0x20005F46,"Off","public"
 1,"[18]",,0x20005F48,"Off","public"
  2,"xBuffer",-1933,0x20005F48,"Off","public"
  2,"yBuffer",-1097,0x20005F4A,"Off","public"
  2,"zBuffer",5277,0x20005F4C,"Off","public"
 1,"[19]",,0x20005F4E,"Off","public"
  2,"xBuffer",2197,0x20005F4E,"Off","public"
  2,"yBuffer",-27,0x20005F50,"Off","public"
  2,"zBuffer",3850,0x20005F52,"Off","public"
 1,"[20]",,0x20005F54,"Off","public"
  2,"xBuffer",4253,0x20005F54,"Off","public"
  2,"yBuffer",-128,0x20005F56,"Off","public"
  2,"zBuffer",-947,0x20005F58,"Off","public"
 1,"[21]",,0x20005F5A,"Off","public"
  2,"xBuffer",-109,0x20005F5A,"Off","public"
  2,"yBuffer",-1784,0x20005F5C,"Off","public"
  2,"zBuffer",-2884,0x20005F5E,"Off","public"
 1,"[22]",,0x20005F60,"Off","public"
  2,"xBuffer",-2624,0x20005F60,"Off","public"
  2,"yBuffer",-1354,0x20005F62,"Off","public"
  2,"zBuffer",1374,0x20005F64,"Off","public"
 1,"[23]",,0x20005F66,"Off","public"
  2,"xBuffer",235,0x20005F66,"Off","public"
  2,"yBuffer",-399,0x20005F68,"Off","public"
  2,"zBuffer",2673,0x20005F6A,"Off","public"
 1,"[24]",,0x20005F6C,"Off","public"
  2,"xBuffer",790,0x20005F6C,"Off","public"
  2,"yBuffer",-644,0x20005F6E,"Off","public"
  2,"zBuffer",4047,0x20005F70,"Off","public"
 1,"[25]",,0x20005F72,"Off","public"
  2,"xBuffer",778,0x20005F72,"Off","public"
  2,"yBuffer",-800,0x20005F74,"Off","public"
  2,"zBuffer",3984,0x20005F76,"Off","public"
 1,"[26]",,0x20005F78,"Off","public"
  2,"xBuffer",-380,0x20005F78,"Off","public"
  2,"yBuffer",-754,0x20005F7A,"Off","public"
  2,"zBuffer",-1441,0x20005F7C,"Off","public"
 1,"[27]",,0x20005F7E,"Off","public"
  2,"xBuffer",-3186,0x20005F7E,"Off","public"
  2,"yBuffer",-2279,0x20005F80,"Off","public"
  2,"zBuffer",-4,0x20005F82,"Off","public"
 1,"[28]",,0x20005F84,"Off","public"
  2,"xBuffer",-795,0x20005F84,"Off","public"
  2,"yBuffer",930,0x20005F86,"Off","public"
  2,"zBuffer",-607,0x20005F88,"Off","public"
 1,"[29]",,0x20005F8A,"Off","public"
  2,"xBuffer",2745,0x20005F8A,"Off","public"
  2,"yBuffer",915,0x20005F8C,"Off","public"
  2,"zBuffer",-1353,0x20005F8E,"Off","public"
 1,"[30]",,0x20005F90,"Off","public"
  2,"xBuffer",2621,0x20005F90,"Off","public"
  2,"yBuffer",984,0x20005F92,"Off","public"
  2,"zBuffer",-1290,0x20005F94,"Off","public"
 1,"[31]",,0x20005F96,"Off","public"
  2,"xBuffer",-1196,0x20005F96,"Off","public"
  2,"yBuffer",841,0x20005F98,"Off","public"
  2,"zBuffer",-3937,0x20005F9A,"Off","public"
 1,"[32]",,0x20005F9C,"Off","public"
  2,"xBuffer",-2297,0x20005F9C,"Off","public"
  2,"yBuffer",-1885,0x20005F9E,"Off","public"
  2,"zBuffer",-4005,0x20005FA0,"Off","public"
 1,"[33]",,0x20005FA2,"Off","public"
  2,"xBuffer",-1524,0x20005FA2,"Off","public"
  2,"yBuffer",350,0x20005FA4,"Off","public"
  2,"zBuffer",2640,0x20005FA6,"Off","public"
 1,"[34]",,0x20005FA8,"Off","public"
  2,"xBuffer",1858,0x20005FA8,"Off","public"
  2,"yBuffer",3501,0x20005FAA,"Off","public"
  2,"zBuffer",2107,0x20005FAC,"Off","public"
 1,"[35]",,0x20005FAE,"Off","public"
  2,"xBuffer",584,0x20005FAE,"Off","public"
  2,"yBuffer",1178,0x20005FB0,"Off","public"
  2,"zBuffer",-4378,0x20005FB2,"Off","public"
 1,"[36]",,0x20005FB4,"Off","public"
  2,"xBuffer",347,0x20005FB4,"Off","public"
  2,"yBuffer",2933,0x20005FB6,"Off","public"
  2,"zBuffer",-4720,0x20005FB8,"Off","public"
 1,"[37]",,0x20005FBA,"Off","public"
  2,"xBuffer",-993,0x20005FBA,"Off","public"
  2,"yBuffer",1762,0x20005FBC,"Off","public"
  2,"zBuffer",-882,0x20005FBE,"Off","public"
 1,"[38]",,0x20005FC0,"Off","public"
  2,"xBuffer",-570,0x20005FC0,"Off","public"
  2,"yBuffer",3696,0x20005FC2,"Off","public"
  2,"zBuffer",473,0x20005FC4,"Off","public"
 1,"[39]",,0x20005FC6,"Off","public"
  2,"xBuffer",-56,0x20005FC6,"Off","public"
  2,"yBuffer",2738,0x20005FC8,"Off","public"
  2,"zBuffer",2920,0x20005FCA,"Off","public"
 1,"[40]",,0x20005FCC,"Off","public"
  2,"xBuffer",-1728,0x20005FCC,"Off","public"
  2,"yBuffer",2422,0x20005FCE,"Off","public"
  2,"zBuffer",4154,0x20005FD0,"Off","public"
 1,"[41]",,0x20005FD2,"Off","public"
  2,"xBuffer",92,0x20005FD2,"Off","public"
  2,"yBuffer",807,0x20005FD4,"Off","public"
  2,"zBuffer",2148,0x20005FD6,"Off","public"
 1,"[42]",,0x20005FD8,"Off","public"
  2,"xBuffer",311,0x20005FD8,"Off","public"
  2,"yBuffer",3465,0x20005FDA,"Off","public"
  2,"zBuffer",1397,0x20005FDC,"Off","public"
 1,"[43]",,0x20005FDE,"Off","public"
  2,"xBuffer",540,0x20005FDE,"Off","public"
