Level,Expression,Value,Location,Refresh,Access
0,"extractionBuffer",,0x20005EDC,"Off","private"
 1,"[0]",,0x20005EDC,"Off","public"
  2,"xBuffer",63,0x20005EDC,"Off","public"
  2,"yBuffer",-227,0x20005EDE,"Off","public"
  2,"zBuffer",55,0x20005EE0,"Off","public"
 1,"[1]",,0x20005EE2,"Off","public"
  2,"xBuffer",62,0x20005EE2,"Off","public"
  2,"yBuffer",-65,0x20005EE4,"Off","public"
  2,"zBuffer",54,0x20005EE6,"Off","public"
 1,"[2]",,0x20005EE8,"Off","public"
  2,"xBuffer",-42,0x20005EE8,"Off","public"
  2,"yBuffer",5,0x20005EEA,"Off","public"
  2,"zBuffer",8,0x20005EEC,"Off","public"
 1,"[3]",,0x20005EEE,"Off","public"
  2,"xBuffer",-13,0x20005EEE,"Off","public"
  2,"yBuffer",37,0x20005EF0,"Off","public"
  2,"zBuffer",78,0x20005EF2,"Off","public"
 1,"[4]",,0x20005EF4,"Off","public"
  2,"xBuffer",51,0x20005EF4,"Off","public"
  2,"yBuffer",-8,0x20005EF6,"Off","public"
  2,"zBuffer",82,0x20005EF8,"Off","public"
 1,"[5]",,0x20005EFA,"Off","public"
  2,"xBuffer",4,0x20005EFA,"Off","public"
  2,"yBuffer",63,0x20005EFC,"Off","public"
  2,"zBuffer",19,0x20005EFE,"Off","public"
 1,"[6]",,0x20005F00,"Off","public"
  2,"xBuffer",25,0x20005F00,"Off","public"
  2,"yBuffer",57,0x20005F02,"Off","public"
  2,"zBuffer",61,0x20005F04,"Off","public"
 1,"[7]",,0x20005F06,"Off","public"
  2,"xBuffer",-170,0x20005F06,"Off","public"
  2,"yBuffer",521,0x20005F08,"Off","public"
  2,"zBuffer",1315,0x20005F0A,"Off","public"
 1,"[8]",,0x20005F0C,"Off","public"
  2,"xBuffer",-3057,0x20005F0C,"Off","public"
  2,"yBuffer",1846,0x20005F0E,"Off","public"
  2,"zBuffer",-828,0x20005F10,"Off","public"
 1,"[9]",,0x20005F12,"Off","public"
  2,"xBuffer",-3008,0x20005F12,"Off","public"
  2,"yBuffer",1817,0x20005F14,"Off","public"
  2,"zBuffer",-3838,0x20005F16,"Off","public"
 1,"[10]",,0x20005F18,"Off","public"
  2,"xBuffer",4899,0x20005F18,"Off","public"
  2,"yBuffer",-3241,0x20005F1A,"Off","public"
  2,"zBuffer",-3740,0x20005F1C,"Off","public"
 1,"[11]",,0x20005F1E,"Off","public"
  2,"xBuffer",-5548,0x20005F1E,"Off","public"
  2,"yBuffer",1090,0x20005F20,"Off","public"
  2,"zBuffer",-7018,0x20005F22,"Off","public"
 1,"[12]",,0x20005F24,"Off","public"
  2,"xBuffer",3659,0x20005F24,"Off","public"
  2,"yBuffer",-64,0x20005F26,"Off","public"
  2,"zBuffer",-5146,0x20005F28,"Off","public"
 1,"[13]",,0x20005F2A,"Off","public"
  2,"xBuffer",3890,0x20005F2A,"Off","public"
  2,"yBuffer",-355,0x20005F2C,"Off","public"
  2,"zBuffer",-229,0x20005F2E,"Off","public"
 1,"[14]",,0x20005F30,"Off","public"
  2,"xBuffer",-811,0x20005F30,"Off","public"
  2,"yBuffer",-3460,0x20005F32,"Off","public"
  2,"zBuffer",13992,0x20005F34,"Off","public"
 1,"[15]",,0x20005F36,"Off","public"
  2,"xBuffer",-9365,0x20005F36,"Off","public"
  2,"yBuffer",3491,0x20005F38,"Off","public"
  2,"zBuffer",-12459,0x20005F3A,"Off","public"
 1,"[16]",,0x20005F3C,"Off","public"
  2,"xBuffer",4442,0x20005F3C,"Off","public"
  2,"yBuffer",-2907,0x20005F3E,"Off","public"
  2,"zBuffer",-10063,0x20005F40,"Off","public"
 1,"[17]",,0x20005F42,"Off","public"
  2,"xBuffer",-3884,0x20005F42,"Off","public"
  2,"yBuffer",756,0x20005F44,"Off","public"
  2,"zBuffer",-3099,0x20005F46,"Off","public"
 1,"[18]",,0x20005F48,"Off","public"
  2,"xBuffer",6585,0x20005F48,"Off","public"
  2,"yBuffer",-1797,0x20005F4A,"Off","public"
  2,"zBuffer",5057,0x20005F4C,"Off","public"
 1,"[19]",,0x20005F4E,"Off","public"
  2,"xBuffer",-791,0x20005F4E,"Off","public"
  2,"yBuffer",-595,0x20005F50,"Off","public"
  2,"zBuffer",287,0x20005F52,"Off","public"
 1,"[20]",,0x20005F54,"Off","public"
  2,"xBuffer",-1121,0x20005F54,"Off","public"
  2,"yBuffer",-1091,0x20005F56,"Off","public"
  2,"zBuffer",7844,0x20005F58,"Off","public"
 1,"[21]",,0x20005F5A,"Off","public"
  2,"xBuffer",-1991,0x20005F5A,"Off","public"
  2,"yBuffer",714,0x20005F5C,"Off","public"
  2,"zBuffer",-2331,0x20005F5E,"Off","public"
 1,"[22]",,0x20005F60,"Off","public"
  2,"xBuffer",-1766,0x20005F60,"Off","public"
  2,"yBuffer",79,0x20005F62,"Off","public"
  2,"zBuffer",4824,0x20005F64,"Off","public"
 1,"[23]",,0x20005F66,"Off","public"
  2,"xBuffer",2528,0x20005F66,"Off","public"
  2,"yBuffer",1223,0x20005F68,"Off","public"
  2,"zBuffer",4522,0x20005F6A,"Off","public"
 1,"[24]",,0x20005F6C,"Off","public"
  2,"xBuffer",3560,0x20005F6C,"Off","public"
  2,"yBuffer",298,0x20005F6E,"Off","public"
  2,"zBuffer",7177,0x20005F70,"Off","public"
 1,"[25]",,0x20005F72,"Off","public"
  2,"xBuffer",-2729,0x20005F72,"Off","public"
  2,"yBuffer",358,0x20005F74,"Off","public"
  2,"zBuffer",1601,0x20005F76,"Off","public"
 1,"[26]",,0x20005F78,"Off","public"
  2,"xBuffer",-539,0x20005F78,"Off","public"
  2,"yBuffer",1461,0x20005F7A,"Off","public"
  2,"zBuffer",994,0x20005F7C,"Off","public"
 1,"[27]",,0x20005F7E,"Off","public"
  2,"xBuffer",395,0x20005F7E,"Off","public"
  2,"yBuffer",155,0x20005F80,"Off","public"
  2,"zBuffer",1609,0x20005F82,"Off","public"
 1,"[28]",,0x20005F84,"Off","public"
  2,"xBuffer",-1803,0x20005F84,"Off","public"
  2,"yBuffer",1843,0x20005F86,"Off","public"
  2,"zBuffer",-566,0x20005F88,"Off","public"
 1,"[29]",,0x20005F8A,"Off","public"
  2,"xBuffer",2551,0x20005F8A,"Off","public"
  2,"yBuffer",-1106,0x20005F8C,"Off","public"
  2,"zBuffer",3655,0x20005F8E,"Off","public"
 1,"[30]",,0x20005F90,"Off","public"
  2,"xBuffer",-2876,0x20005F90,"Off","public"
  2,"yBuffer",2435,0x20005F92,"Off","public"
  2,"zBuffer",605,0x20005F94,"Off","public"
 1,"[31]",,0x20005F96,"Off","public"
  2,"xBuffer",123,0x20005F96,"Off","public"
  2,"yBuffer",228,0x20005F98,"Off","public"
  2,"zBuffer",778,0x20005F9A,"Off","public"
 1,"[32]",,0x20005F9C,"Off","public"
  2,"xBuffer",-1946,0x20005F9C,"Off","public"
  2,"yBuffer",1197,0x20005F9E,"Off","public"
  2,"zBuffer",-2046,0x20005FA0,"Off","public"
 1,"[33]",,0x20005FA2,"Off","public"
  2,"xBuffer",2572,0x20005FA2,"Off","public"
  2,"yBuffer",926,0x20005FA4,"Off","public"
  2,"zBuffer",-704,0x20005FA6,"Off","public"
 1,"[34]",,0x20005FA8,"Off","public"
  2,"xBuffer",2532,0x20005FA8,"Off","public"
  2,"yBuffer",784,0x20005FAA,"Off","public"
  2,"zBuffer",-692,0x20005FAC,"Off","public"
 1,"[35]",,0x20005FAE,"Off","public"
  2,"xBuffer",1008,0x20005FAE,"Off","public"
  2,"yBuffer",733,0x20005FB0,"Off","public"
  2,"zBuffer",-1759,0x20005FB2,"Off","public"
 1,"[36]",,0x20005FB4,"Off","public"
  2,"xBuffer",325,0x20005FB4,"Off","public"
  2,"yBuffer",-945,0x20005FB6,"Off","public"
  2,"zBuffer",551,0x20005FB8,"Off","public"
 1,"[37]",,0x20005FBA,"Off","public"
  2,"xBuffer",-223,0x20005FBA,"Off","public"
  2,"yBuffer",532,0x20005FBC,"Off","public"
  2,"zBuffer",-1900,0x20005FBE,"Off","public"
 1,"[38]",,0x20005FC0,"Off","public"
  2,"xBuffer",1796,0x20005FC0,"Off","public"
  2,"yBuffer",524,0x20005FC2,"Off","public"
  2,"zBuffer",-3848,0x20005FC4,"Off","public"
 1,"[39]",,0x20005FC6,"Off","public"
  2,"xBuffer",1843,0x20005FC6,"Off","public"
  2,"yBuffer",-542,0x20005FC8,"Off","public"
  2,"zBuffer",-3787,0x20005FCA,"Off","public"
 1,"[40]",,0x20005FCC,"Off","public"
  2,"xBuffer",850,0x20005FCC,"Off","public"
  2,"yBuffer",431,0x20005FCE,"Off","public"
  2,"zBuffer",-2596,0x20005FD0,"Off","public"
 1,"[41]",,0x20005FD2,"Off","public"
  2,"xBuffer",1212,0x20005FD2,"Off","public"
  2,"yBuffer",130,0x20005FD4,"Off","public"
  2,"zBuffer",-424,0x20005FD6,"Off","public"
 1,"[42]",,0x20005FD8,"Off","public"
  2,"xBuffer",611,0x20005FD8,"Off","public"
  2,"yBuffer",-190,0x20005FDA,"Off","public"
  2,"zBuffer",661,0x20005FDC,"Off","public"
 1,"[43]",,0x20005FDE,"Off","public"
  2,"xBuffer",601,0x20005FDE,"Off","public"
